industry_code,industry
541715,"541715 Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)"
54172,54172 Research and development in the social sciences and humanities
541720,541720 Research and development in the social sciences and humanities
5418,"5418 Advertising, public relations, and related services"
54181,54181 Advertising agencies
541810,541810 Advertising agencies
54182,54182 Public relations agencies
541820,541820 Public relations agencies
54183,54183 Media buying agencies
541830,541830 Media buying agencies
54184,54184 Media representatives
541840,541840 Media representatives
54185,54185 Indoor and outdoor display advertising
541850,541850 Indoor and outdoor display advertising
54186,54186 Direct mail advertising
541860,541860 Direct mail advertising
54187,54187 Advertising material distribution services
541870,541870 Advertising material distribution services
54189,54189 Other services related to advertising
541890,541890 Other services related to advertising
5419,"5419 Other professional, scientific, and technical services"
54191,54191 Marketing research and public opinion polling
541910,541910 Marketing research and public opinion polling
54192,54192 Photographic services
541921,"541921 Photography studios, portrait"
541922,541922 Commercial photography
54193,54193 Translation and interpretation services
541930,541930 Translation and interpretation services
54194,54194 Veterinary services
541940,541940 Veterinary services
54199,"54199 All other professional, scientific, and technical services"
541990,"541990 All other professional, scientific, and technical services"
55,55 Management of companies and enterprises
551,551 Management of companies and enterprises
5511,5511 Management of companies and enterprises
55111,55111 Management of companies and enterprises
551111,551111 Offices of bank holding companies
551112,551112 Offices of other holding companies
551114,"551114 Corporate, subsidiary, and regional managing offices"
56,56 Administrative and support and waste management and remediation services
561,561 Administrative and support services
5611,5611 Office administrative services
56111,56111 Office administrative services
561110,561110 Office administrative services
5612,5612 Facilities support services
56121,56121 Facilities support services
561210,561210 Facilities support services
5613,5613 Employment services
56131,56131 Employment placement agencies and executive search services
561310,561310 Employment placement agencies
561311,561311 Employment placement agencies
561312,561312 Executive search services
56132,56132 Temporary help services
561320,561320 Temporary help services
56133,56133 Professional employer organizations
561330,561330 Professional employer organizations
5614,5614 Business support services
56141,56141 Document preparation services
561410,561410 Document preparation services
56142,56142 Telephone call centers
561421,561421 Telephone answering services
561422,561422 Telemarketing bureaus and other contact centers
56143,56143 Business service centers
561431,561431 Private mail centers
561439,561439 Other business service centers (including copy shops)
56144,56144 Collection agencies
561440,561440 Collection agencies
56145,56145 Credit bureaus
561450,561450 Credit bureaus
56149,56149 Other business support services
561491,561491 Repossession services
561492,561492 Court reporting and stenotype services
561499,561499 All other business support services
5615,5615 Travel arrangement and reservation services
56151,56151 Travel agencies
561510,561510 Travel agencies
56152,56152 Tour operators
561520,561520 Tour operators
56159,56159 Other travel arrangement and reservation services
561591,561591 Convention and visitors bureaus
561599,561599 All other travel arrangement and reservation services
5616,5616 Investigation and security services
56161,"56161 Investigation, guard, and armored car services"
561611,561611 Investigation and personal background check services
561612,561612 Security guards and patrol services
561613,561613 Armored car services
56162,56162 Security systems services
561621,561621 Security systems services (except locksmiths)
561622,561622 Locksmiths
5617,5617 Services to buildings and dwellings
56171,56171 Exterminating and pest control services
561710,561710 Exterminating and pest control services
56172,56172 Janitorial services
561720,561720 Janitorial services
56173,56173 Landscaping services
561730,561730 Landscaping services
56174,56174 Carpet and upholstery cleaning services
561740,561740 Carpet and upholstery cleaning services
56179,56179 Other services to buildings and dwellings
561790,561790 Other services to buildings and dwellings
5619,5619 Other support services
56191,56191 Packaging and labeling services
561910,561910 Packaging and labeling services
56192,56192 Convention and trade show organizers
561920,561920 Convention and trade show organizers
56199,56199 All other support services
561990,561990 All other support services
562,562 Waste management and remediation services
5621,5621 Waste collection
56211,56211 Waste collection
562111,562111 Solid waste collection
562112,562112 Hazardous waste collection
562119,562119 Other waste collection
5622,5622 Waste treatment and disposal
56221,56221 Waste treatment and disposal
562211,562211 Hazardous waste treatment and disposal
562212,562212 Solid waste landfill
562213,562213 Solid waste combustors and incinerators
562219,562219 Other nonhazardous waste treatment and disposal
5629,5629 Remediation and other waste management services
56291,56291 Remediation services
562910,562910 Remediation services
56292,56292 Materials recovery facilities
562920,562920 Materials recovery facilities
56299,56299 All other waste management services
562991,562991 Septic tank and related services
562998,562998 All other miscellaneous waste management services
61,61 Educational services
611,611 Educational services
6111,6111 Elementary and secondary schools
61111,61111 Elementary and secondary schools
611110,611110 Elementary and secondary schools
6112,6112 Junior colleges
61121,61121 Junior colleges
611210,611210 Junior colleges
6113,"6113 Colleges, universities, and professional schools"
61131,"61131 Colleges, universities, and professional schools"
611310,"611310 Colleges, universities, and professional schools"
6114,6114 Business schools and computer and management training
61141,61141 Business and secretarial schools
611410,611410 Business and secretarial schools
61142,61142 Computer training
611420,611420 Computer training
61143,61143 Professional and management development training
611430,611430 Professional and management development training
6115,6115 Technical and trade schools
61151,61151 Technical and trade schools
611511,611511 Cosmetology and barber schools
611512,611512 Flight training
611513,611513 Apprenticeship training
611519,611519 Other technical and trade schools
6116,6116 Other schools and instruction
61161,61161 Fine arts schools
611610,611610 Fine arts schools
61162,61162 Sports and recreation instruction
611620,611620 Sports and recreation instruction
61163,61163 Language schools
611630,611630 Language schools
61169,61169 All other schools and instruction
611691,611691 Exam preparation and tutoring
611692,611692 Automobile driving schools
611699,611699 All other miscellaneous schools and instruction
6117,6117 Educational support services
61171,61171 Educational support services
611710,611710 Educational support services
62,62 Health care and social assistance
621,621 Ambulatory health care services
6211,6211 Offices of physicians
62111,62111 Offices of physicians
621111,621111 Offices of physicians (except mental health specialists)
621112,"621112 Offices of physicians, mental health specialists"
6212,6212 Offices of dentists
62121,62121 Offices of dentists
621210,621210 Offices of dentists
6213,6213 Offices of other health practitioners
62131,62131 Offices of chiropractors
621310,621310 Offices of chiropractors
62132,62132 Offices of optometrists
621320,621320 Offices of optometrists
62133,62133 Offices of mental health practitioners (except physicians)
621330,621330 Offices of mental health practitioners (except physicians)
62134,"62134 Offices of physical, occupational and speech therapists, and audiologists"
621340,"621340 Offices of physical, occupational and speech therapists, and audiologists"
62139,62139 Offices of all other health practitioners
621391,621391 Offices of podiatrists
621399,621399 Offices of all other miscellaneous health practitioners
6214,6214 Outpatient care centers
62141,62141 Family planning centers
621410,621410 Family planning centers
62142,62142 Outpatient mental health and substance abuse centers
621420,621420 Outpatient mental health and substance abuse centers
62149,62149 Other outpatient care centers
621491,621491 Hmo medical centers
621492,621492 Kidney dialysis centers
621493,621493 Freestanding ambulatory surgical and emergency centers
621498,621498 All other outpatient care centers
6215,6215 Medical and diagnostic laboratories
62151,62151 Medical and diagnostic laboratories
621511,621511 Medical laboratories
621512,621512 Diagnostic imaging centers
6216,6216 Home health care services
62161,62161 Home health care services
621610,621610 Home health care services
6219,6219 Other ambulatory health care services
62191,62191 Ambulance services
621910,621910 Ambulance services
62199,62199 All other ambulatory health care services
621991,621991 Blood and organ banks
621999,621999 All other miscellaneous ambulatory health care services
622,622 Hospitals
6221,6221 General medical and surgical hospitals
62211,62211 General medical and surgical hospitals
622110,622110 General medical and surgical hospitals
6222,6222 Psychiatric and substance abuse hospitals
62221,62221 Psychiatric and substance abuse hospitals
622210,622210 Psychiatric and substance abuse hospitals
6223,6223 Specialty (except psychiatric and substance abuse) hospitals
62231,62231 Specialty (except psychiatric and substance abuse) hospitals
622310,622310 Specialty (except psychiatric and substance abuse) hospitals
623,623 Nursing and residential care facilities
6231,6231 Nursing care facilities (skilled nursing facilities)
62311,62311 Nursing care facilities (skilled nursing facilities)
623110,623110 Nursing care facilities (skilled nursing facilities)
6232,"6232 Residential intellectual and developmental disability, mental health, and substance abuse facilities"
62321,62321 Residential intellectual and developmental disability facilities
623210,623210 Residential intellectual and developmental disability facilities
62322,62322 Residential mental health and substance abuse facilities
623220,623220 Residential mental health and substance abuse facilities
6233,6233 Continuing care retirement communities and assisted living facilities for the elderly
62331,62331 Continuing care retirement communities and assisted living facilities for the elderly
623311,623311 Continuing care retirement communities
623312,623312 Assisted living facilities for the elderly
6239,6239 Other residential care facilities
62399,62399 Other residential care facilities
623990,623990 Other residential care facilities
624,624 Social assistance
6241,6241 Individual and family services
62411,62411 Child and youth services
624110,624110 Child and youth services
62412,62412 Services for the elderly and persons with disabilities
624120,624120 Services for the elderly and persons with disabilities
62419,62419 Other individual and family services
624190,624190 Other individual and family services
6242,"6242 Community food and housing, and emergency and other relief services"
62421,62421 Community food services
624210,624210 Community food services
62422,62422 Community housing services
624221,624221 Temporary shelters
624229,624229 Other community housing services
62423,62423 Emergency and other relief services
624230,624230 Emergency and other relief services
6243,6243 Vocational rehabilitation services
62431,62431 Vocational rehabilitation services
624310,624310 Vocational rehabilitation services
6244,6244 Child care services
62441,62441 Child care services
624410,624410 Child care services
71,"71 Arts, entertainment, and recreation"
711,"711 Performing arts, spectator sports, and related industries"
7111,7111 Performing arts companies
71111,71111 Theater companies and dinner theaters
711110,711110 Theater companies and dinner theaters
71112,71112 Dance companies
711120,711120 Dance companies
71113,71113 Musical groups and artists
711130,711130 Musical groups and artists
71119,71119 Other performing arts companies
711190,711190 Other performing arts companies
7112,7112 Spectator sports
71121,71121 Spectator sports
711211,711211 Sports teams and clubs
711212,711212 Racetracks
711219,711219 Other spectator sports
7113,"7113 Promoters of performing arts, sports, and similar events"
71131,"71131 Promoters of performing arts, sports, and similar events with facilities"
711310,"711310 Promoters of performing arts, sports, and similar events with facilities"
71132,"71132 Promoters of performing arts, sports, and similar events without facilities"
711320,"711320 Promoters of performing arts, sports, and similar events without facilities"
7114,"7114 Agents and managers for artists, athletes, entertainers, and other public figures"
71141,"71141 Agents and managers for artists, athletes, entertainers, and other public figures"
711410,"711410 Agents and managers for artists, athletes, entertainers, and other public figures"
7115,"7115 Independent artists, writers, and performers"
71151,"71151 Independent artists, writers, and performers"
711510,"711510 Independent artists, writers, and performers"
712,"712 Museums, historical sites, and similar institutions"
7121,"7121 Museums, historical sites, and similar institutions"
71211,71211 Museums
712110,712110 Museums
71212,71212 Historical sites
712120,712120 Historical sites
71213,71213 Zoos and botanical gardens
712130,712130 Zoos and botanical gardens
71219,71219 Nature parks and other similar institutions
712190,712190 Nature parks and other similar institutions
713,"713 Amusement, gambling, and recreation industries"
7131,7131 Amusement parks and arcades
71311,71311 Amusement and theme parks
713110,713110 Amusement and theme parks
71312,71312 Amusement arcades
713120,713120 Amusement arcades
7132,7132 Gambling industries
71321,71321 Casinos (except casino hotels)
713210,713210 Casinos (except casino hotels)
71329,71329 Other gambling industries
713290,713290 Other gambling industries
7139,7139 Other amusement and recreation industries
71391,71391 Golf courses and country clubs
713910,713910 Golf courses and country clubs
71392,71392 Skiing facilities
713920,713920 Skiing facilities
71393,71393 Marinas
713930,713930 Marinas
71394,71394 Fitness and recreational sports centers
713940,713940 Fitness and recreational sports centers
71395,71395 Bowling centers
713950,713950 Bowling centers
71399,71399 All other amusement and recreation industries
713990,713990 All other amusement and recreation industries
72,72 Accommodation and food services
721,721 Accommodation
7211,7211 Traveler accommodation
72111,72111 Hotels (except casino hotels) and motels
721110,721110 Hotels (except casino hotels) and motels
72112,72112 Casino hotels
721120,721120 Casino hotels
72119,72119 Other traveler accommodation
721191,721191 Bed-and-breakfast inns
721199,721199 All other traveler accommodation
7212,7212 Rv (recreational vehicle) parks and recreational camps
72121,72121 Rv (recreational vehicle) parks and recreational camps
721211,721211 Rv (recreational vehicle) parks and campgrounds
721214,721214 Recreational and vacation camps (except campgrounds)
7213,"7213 Rooming and boarding houses, dormitories, and workers' camps"
72131,"72131 Rooming and boarding houses, dormitories, and workers' camps"
721310,"721310 Rooming and boarding houses, dormitories, and workers' camps"
722,722 Food services and drinking places
7221,7221 Full-service restaurants
72211,72211 Full-service restaurants
722110,722110 Full-service restaurants
7222,7222 Limited-service eating places
72221,72221 Limited-service eating places
722211,722211 Limited-service restaurants
722212,"722212 Cafeterias, grill buffets, and buffets"
722213,722213 Snack and nonalcoholic beverage bars
7223,7223 Special food services
72231,72231 Food service contractors
722310,722310 Food service contractors
72232,72232 Caterers
722320,722320 Caterers
72233,72233 Mobile food services
722330,722330 Mobile food services
7224,7224 Drinking places (alcoholic beverages)
72241,72241 Drinking places (alcoholic beverages)
722410,722410 Drinking places (alcoholic beverages)
7225,7225 Restaurants and other eating places
72251,72251 Restaurants and other eating places
722511,722511 Full-service restaurants
722513,722513 Limited-service restaurants
722514,"722514 Cafeterias, grill buffets, and buffets"
722515,722515 Snack and nonalcoholic beverage bars
81,81 Other services (except public administration)
811,811 Repair and maintenance
8111,8111 Automotive repair and maintenance
81111,81111 Automotive mechanical and electrical repair and maintenance
811111,811111 General automotive repair
811112,811112 Automotive exhaust system repair
811113,811113 Automotive transmission repair
811114,811114 Specialized automotive repair
811118,811118 Other automotive mechanical and elec. repair
81112,"81112 Automotive body, paint, interior, and glass repair"
811121,"811121 Automotive body, paint, and interior repair and maintenance"
811122,811122 Automotive glass replacement shops
81119,81119 Other automotive repair and maintenance
811191,811191 Automotive oil change and lubrication shops
811192,811192 Car washes
811198,811198 All other automotive repair and maintenance
8112,8112 Electronic and precision equipment repair and maintenance
81121,81121 Electronic and precision equipment repair and maintenance
811210,811210 Electronic and precision equipment repair and maintenance
811211,811211 Consumer electronics repair and maintenance
811212,811212 Computer and office machine repair
811213,811213 Communication equipment repair
811219,811219 Other electronic equipment repair
8113,8113 Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance
81131,81131 Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance
811310,811310 Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance
8114,8114 Personal and household goods repair and maintenance
81141,81141 Home and garden equipment and appliance repair and maintenance
811411,811411 Home and garden equipment repair and maintenance
811412,811412 Appliance repair and maintenance
81142,81142 Reupholstery and furniture repair
811420,811420 Reupholstery and furniture repair
81143,81143 Footwear and leather goods repair
811430,811430 Footwear and leather goods repair
81149,81149 Other personal and household goods repair and maintenance
811490,811490 Other personal and household goods repair and maintenance
812,812 Personal and laundry services
8121,8121 Personal care services
81211,"81211 Hair, nail, and skin care services"
812111,812111 Barber shops
812112,812112 Beauty salons
812113,812113 Nail salons
81219,81219 Other personal care services
812191,812191 Diet and weight reducing centers
812199,812199 Other personal care services
8122,8122 Death care services
81221,81221 Funeral homes and funeral services
812210,812210 Funeral homes and funeral services
81222,81222 Cemeteries and crematories
812220,812220 Cemeteries and crematories
8123,8123 Drycleaning and laundry services
81231,81231 Coin-operated laundries and drycleaners
812310,812310 Coin-operated laundries and drycleaners
81232,81232 Drycleaning and laundry services (except coin-operated)
812320,812320 Drycleaning and laundry services (except coin-operated)
81233,81233 Linen and uniform supply
812331,812331 Linen supply
812332,812332 Industrial launderers
8129,8129 Other personal services
81291,81291 Pet care (except veterinary) services
812910,812910 Pet care (except veterinary) services
81292,81292 Photofinishing
812921,812921 Photofinishing laboratories (except one-hour)
812922,812922 One-hour photofinishing
81293,81293 Parking lots and garages
812930,812930 Parking lots and garages
81299,81299 All other personal services
812990,812990 All other personal services
813,"813 Religious, grantmaking, civic, professional, and similar organizations"
8131,8131 Religious organizations
81311,81311 Religious organizations
813110,813110 Religious organizations
8132,8132 Grantmaking and giving services
81321,81321 Grantmaking and giving services
813211,813211 Grantmaking foundations
813212,813212 Voluntary health organizations
813219,813219 Other grantmaking and giving services
8133,8133 Social advocacy organizations
81331,81331 Social advocacy organizations
813311,813311 Human rights organizations
813312,"813312 Environment, conservation and wildlife organizations"
813319,813319 Other social advocacy organizations
8134,8134 Civic and social organizations
81341,81341 Civic and social organizations
813410,813410 Civic and social organizations
8139,"8139 Business, professional, labor, political, and similar organizations"
81391,81391 Business associations
813910,813910 Business associations
81392,81392 Professional organizations
813920,813920 Professional organizations
81393,81393 Labor unions and similar labor organizations
813930,813930 Labor unions and similar labor organizations
81394,81394 Political organizations
813940,813940 Political organizations
81399,"81399 Other similar organizations (except business, professional, labor, and political organizations)"
813990,"813990 Other similar organizations (except business, professional, labor, and political organizations)"
814,814 Private households
8141,8141 Private households
81411,81411 Private households
814110,814110 Private households
92,92 Public administration
921,"921 Executive, legislative, and other general government support"
9211,"9211 Executive, legislative, and other general government support"
92111,92111 Executive offices
921110,921110 Executive offices
92112,92112 Legislative bodies
921120,921120 Legislative bodies
92113,92113 Public finance activities
921130,921130 Public finance activities
92114,"92114 Executive and legislative offices, combined"
921140,"921140 Executive and legislative offices, combined"
92115,92115 American indian and alaska native tribal governments
921150,921150 American indian and alaska native tribal governments
92119,92119 Other general government support
921190,921190 Other general government support
922,"922 Justice, public order, and safety activities"
9221,"9221 Justice, public order, and safety activities"
92211,92211 Courts
922110,922110 Courts
92212,92212 Police protection
922120,922120 Police protection
92213,92213 Legal counsel and prosecution
922130,922130 Legal counsel and prosecution
92214,92214 Correctional institutions
922140,922140 Correctional institutions
92215,92215 Parole offices and probation offices
922150,922150 Parole offices and probation offices
92216,92216 Fire protection
922160,922160 Fire protection
92219,"92219 Other justice, public order, and safety activities"
922190,"922190 Other justice, public order, and safety activities"
923,923 Administration of human resource programs
9231,9231 Administration of human resource programs
92311,92311 Administration of education programs
923110,923110 Administration of education programs
92312,92312 Administration of public health programs
923120,923120 Administration of public health programs
92313,"92313 Administration of human resource programs (except education, public health, and veterans' affairs programs)"
923130,"923130 Administration of human resource programs (except education, public health, and veterans' affairs programs)"
92314,92314 Administration of veterans' affairs
923140,923140 Administration of veterans' affairs
924,924 Administration of environmental quality programs
9241,9241 Administration of environmental quality programs
92411,92411 Administration of air and water resource and solid waste management programs
924110,924110 Administration of air and water resource and solid waste management programs
92412,92412 Administration of conservation programs
924120,924120 Administration of conservation programs
925,"925 Administration of housing programs, urban planning, and community development"
9251,"9251 Administration of housing programs, urban planning, and community development"
92511,92511 Administration of housing programs
925110,925110 Administration of housing programs
92512,92512 Administration of urban planning and community and rural development
925120,925120 Administration of urban planning and community and rural development
926,926 Administration of economic programs
9261,9261 Administration of economic programs
92611,92611 Administration of general economic programs
926110,926110 Administration of general economic programs
92612,92612 Regulation and administration of transportation programs
926120,926120 Regulation and administration of transportation programs
92613,"92613 Regulation and administration of communications, electric, gas, and other utilities"
926130,"926130 Regulation and administration of communications, electric, gas, and other utilities"
92614,92614 Regulation of agricultural marketing and commodities
926140,926140 Regulation of agricultural marketing and commodities
92615,"92615 Regulation, licensing, and inspection of miscellaneous commercial sectors"
926150,"926150 Regulation, licensing, and inspection of miscellaneous commercial sectors"
927,927 Space research and technology
9271,9271 Space research and technology
92711,92711 Space research and technology
927110,927110 Space research and technology
928,928 National security and international affairs
9281,9281 National security and international affairs
92811,92811 National security
928110,928110 National security
92812,92812 International affairs
928120,928120 International affairs
99,99 Unclassified
999,999 Unclassified
9999,9999 Unclassified
99999,99999 Unclassified
999999,999999 Unclassified
