Year,Label,ID,Value1,Value2,Description,Suggested Weight,Indicator Name,Include,ID2,Description2,Data Type,Table Type
2023,Quarter of birth,QTRBIR,4,4,October through December,PWGTP,,,,,,
2023,Presence of persons under 18 years in household (unweighted),R18,-1,-1,N/A (GQ/vacant),WGTP,,,,,,
2023,Presence of persons under 18 years in household (unweighted),R18,0,0,No person under 18 in household,WGTP,,,,,,
2023,Presence of persons under 18 years in household (unweighted),R18,1,1,1 or more persons under 18 in household,WGTP,,,,,,
2023,Presence of persons 60 years and over in household (unweighted),R60,-1,-1,N/A (GQ/vacant),WGTP,,,,,,
2023,Presence of persons 60 years and over in household (unweighted),R60,0,0,No person 60 and over,WGTP,,,,,,
2023,Presence of persons 60 years and over in household (unweighted),R60,1,1,1 person 60 and over,WGTP,,,,,,
2023,Presence of persons 60 years and over in household (unweighted),R60,2,2,2 or more persons 60 and over,WGTP,,,,,,
2023,Presence of persons 65 years and over in household (unweighted),R65,-1,-1,N/A (GQ/vacant),WGTP,,,,,,
2023,Presence of persons 65 years and over in household (unweighted),R65,0,0,No person 65 and over,WGTP,,,,,,
2023,Presence of persons 65 years and over in household (unweighted),R65,1,1,1 person 65 and over,WGTP,,,,,,
2023,Presence of persons 65 years and over in household (unweighted),R65,2,2,2 or more persons 65 and over,WGTP,,,,,,
2023,Recoded detailed race code,RAC1P,1,1,White alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4, WPT_Accessibility_1",Yes,RAC1P,White (NH),group,P
2023,Recoded detailed race code,RAC1P,1,1,White alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4",Yes,RAC1P,White (NH),group,P
2023,Recoded detailed race code,RAC1P,2,2,Black or African American alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4, WPT_Accessibility_1",Yes,RAC1P,Black or African American (NH),group,P
2023,Recoded detailed race code,RAC1P,2,2,Black or African American alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4",Yes,RAC1P,Black or African American (NH),group,P
2023,Recoded detailed race code,RAC1P,3,3,American Indian alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4, WPT_Accessibility_1",Yes,RAC1P,American Indian or Alaska Native (NH),group,P
2023,Recoded detailed race code,RAC1P,3,3,American Indian alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4",Yes,RAC1P,American Indian or Alaska Native (NH),group,P
2023,Recoded detailed race code,RAC1P,4,4,Alaska Native alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4, WPT_Accessibility_1",Yes,RAC1P,American Indian or Alaska Native (NH),group,P
2023,Recoded detailed race code,RAC1P,4,4,Alaska Native alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4",Yes,RAC1P,American Indian or Alaska Native (NH),group,P
2023,Recoded detailed race code,RAC1P,5,5,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4, WPT_Accessibility_1",Yes,RAC1P,American Indian or Alaska Native (NH),group,P
2023,Recoded detailed race code,RAC1P,5,5,"American Indian and Alaska Native tribes specified; or American Indian or Alaska Native, not specified and no other races",PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4",Yes,RAC1P,American Indian or Alaska Native (NH),group,P
2023,Recoded detailed race code,RAC1P,6,6,Asian alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4, WPT_Accessibility_1",Yes,RAC1P,Asian (NH),group,P
2023,Recoded detailed race code,RAC1P,6,6,Asian alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4",Yes,RAC1P,Asian (NH),group,P
2023,Recoded detailed race code,RAC1P,7,7,Native Hawaiian and Other Pacific Islander alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4, WPT_Accessibility_1",Yes,RAC1P,Native Hawaiian or other Pacific Islander (NH),group,P
2023,Recoded detailed race code,RAC1P,7,7,Native Hawaiian and Other Pacific Islander alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4",Yes,RAC1P,Native Hawaiian or other Pacific Islander (NH),group,P
2023,Recoded detailed race code,RAC1P,8,8,Some other race alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4, WPT_Accessibility_1",Yes,RAC1P,Some other race (NH),group,P
2023,Recoded detailed race code,RAC1P,8,8,Some other race alone,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4",Yes,RAC1P,Some other race (NH),group,P
2023,Recoded detailed race code,RAC1P,9,9,Two or More Races,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4, WPT_Accessibility_1",Yes,RAC1P,Two or more races (NH),group,P
2023,Recoded detailed race code,RAC1P,9,9,Two or More Races,PWGTP,"Accessibility_1, Cost_6, Accessibility_3, Accessibility_4",Yes,RAC1P,Two or more races (NH),group,P
2023,Recoded detailed race code,RAC2P,1000,1000,White alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,3000,3000,Black or African American alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4000,4000,"Chinese, except Taiwanese alone",PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4001,4001,Hmong alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4002,4002,Japanese alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4003,4003,Korean alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4004,4004,Mongolian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4005,4005,Taiwanese alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4006,4006,Burmese alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4007,4007,Cambodian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4008,4008,Filipino alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4009,4009,Indonesian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4010,4010,Laotian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4011,4011,Malaysian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4012,4012,Mien alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4013,4013,Thai alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4014,4014,Vietnamese alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4015,4015,Asian Indian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4016,4016,Bangladeshi alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4017,4017,Bhutanese alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4018,4018,Nepalese alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4019,4019,Pakistani alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4020,4020,Sikh alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4021,4021,Sri Lankan alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4023,4023,Kazakh alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4024,4024,Uzbek alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,4025,4025,Other Asian alone and all Asian combinations,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5000,5000,Blackfeet Tribe of the Blackfeet Indian Reservation of Montana alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5001,5001,Cherokee Nation alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5002,5002,"Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota alone",PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5003,5003,Crow Tribe of Montana alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5004,5004,Hopi Tribe of Arizona alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5005,5005,Lumbee Tribe of North Carolina alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5006,5006,Navajo Nation alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5007,5007,Oglala Sioux Tribe alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5008,5008,Pascua Yaqui Tribe of Arizona alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5009,5009,"Rosebud Sioux Tribe of the Rosebud Indian Reservation, South Dakota alone",PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5010,5010,The Chickasaw Nation alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5011,5011,The Muscogee (Creek) Nation alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5012,5012,Tohono O'odham Nation of Arizona alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5013,5013,All other American Indian tribes alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5014,5014,"American Indian alone, not specified",PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5015,5015,Aztec alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5016,5016,Inca alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5017,5017,Maya alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5018,5018,Mixtec alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5019,5019,Taino alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5020,5020,Tarasco (Purepecha) alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5021,5021,All other Latin American Indian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5022,5022,Alaska Native tribes and villages alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5023,5023,"Alaska Native alone, not specified",PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5024,5024,Other specified American Indian and Alaska Native combinations,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,5025,5025,"American Indian and Alaska Native alone, not specified",PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,7500,7500,Native Hawaiian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,7501,7501,Samoan alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,7502,7502,Tongan alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,7503,7503,Chamorro alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,7504,7504,Chuukese alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,7505,7505,Guamanian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,7506,7506,Marshallese alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,7507,7507,Fijian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,7508,7508,Other Native Hawaiian and Other Pacific Islander (NHPI) alone and all NHPI combinations,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,8000,8000,Some Other Race alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC2P,9000,9000,Two or More Races,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,001,001,White alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,002,002,Black or African American alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,003,003,American Indian and Alaska Native alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,004,004,Asian Indian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,005,005,Chinese alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,006,006,Filipino alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,007,007,Japanese alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,008,008,Korean alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,009,009,Vietnamese alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,010,010,Other Asian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,011,011,Native Hawaiian alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,012,012,Chamorro alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,013,013,Samoan alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,014,014,Other Pacific Islander alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,015,015,Some Other Race alone,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,016,016,White; Black or African American,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,017,017,White; American Indian and Alaska Native,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,018,018,White; Asian Indian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,019,019,White; Chinese,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,020,020,White; Filipino,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,021,021,White; Japanese,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,022,022,White; Korean,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,023,023,White; Vietnamese,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,024,024,White; Other Asian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,025,025,White; Native Hawaiian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,026,026,White; Chamorro,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,027,027,White; Samoan,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,028,028,White; Other Pacific Islander,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,029,029,White; Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,030,030,Black or African American; American Indian and Alaska Native,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,031,031,Black or African American; Asian Indian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,032,032,Black or African American; Chinese,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,033,033,Black or African American; Filipino,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,034,034,Black or African American; Japanese,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,035,035,Black or African American; Korean,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,036,036,Black or African American; Other Asian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,037,037,Black or African American; Other Pacific Islander,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,038,038,Black or African American; Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,039,039,American Indian and Alaska Native; Asian Indian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,040,040,American Indian and Alaska Native; Filipino,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,041,041,American Indian and Alaska Native; Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,042,042,Asian Indian; Other Asian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,043,043,Asian Indian; Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,044,044,Chinese; Filipino,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,045,045,Chinese; Japanese,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,046,046,Chinese; Korean,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,047,047,Chinese; Vietnamese,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,048,048,Chinese; Other Asian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,049,049,Chinese; Native Hawaiian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,050,050,Filipino; Japanese,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,051,051,Filipino; Native Hawaiian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,052,052,Filipino; Other Pacific Islander,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,053,053,Filipino; Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,054,054,Japanese; Korean,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,055,055,Japanese; Native Hawaiian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,056,056,Vietnamese; Other Asian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,057,057,Other Asian; Other Pacific Islander,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,058,058,Other Asian; Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,059,059,Other Pacific Islander; Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,060,060,White; Black or African American; American Indian and Alaska Native,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,061,061,White; Black or African American; Filipino,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,062,062,White; Black or African American; Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,063,063,White; American Indian and Alaska Native; Filipino,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,064,064,White; American Indian and Alaska Native; Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,065,065,White; Chinese; Filipino,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,066,066,White; Chinese; Japanese,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,067,067,White; Chinese; Native Hawaiian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,068,068,White; Filipino; Native Hawaiian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,069,069,White; Japanese; Native Hawaiian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,070,070,White; Other Asian; Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,071,071,Chinese; Filipino; Native Hawaiian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,072,072,White; Chinese; Filipino; Native Hawaiian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,073,073,White; Chinese; Japanese; Native Hawaiian,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,074,074,Black or African American; Asian groups,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,075,075,Black or African American; Native Hawaiian and Other Pacific Islander groups,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,076,076,Asian Indian; Asian groups,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,077,077,Filipino; Asian groups,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,078,078,White; Black or African American; Asian groups,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,079,079,White; American Indian and Alaska Native; Asian groups,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,080,080,White; Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,081,081,White; Black or African American; American Indian and Alaska Native; Asian groups,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,082,082,White; Black or African American; American Indian and Alaska Native; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,083,083,White; Black or African American; and/or Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,084,084,White; American Indian and Alaska Native; and/or Asian groups; and/or Native Hawaiian and Other Pacific Islander groups,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,085,085,White; Chinese; Filipino; and/or Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,086,086,White; Chinese; and/or Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,087,087,White; Filipino; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,088,088,White; Japanese; and/or Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,089,089,White; Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,090,090,Black or African American; American Indian and Alaska Native; and/or Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,091,091,Black or African American; Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,092,092,American Indian and Alaska Native; Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,093,093,Asian Indian; and/or White; and/or Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,094,094,Chinese; Japanese; Native Hawaiian; and/or other Asian and/or Pacific Islander groups,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,095,095,Chinese; and/or Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,096,096,Filipino; and/or Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,097,097,Japanese; and/or Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,098,098,Korean; and/or Vietnamese; and/or Other Asian; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,099,099,Native Hawaiian; and/or Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,Recoded detailed race code,RAC3P,100,100,White; and/or Black or African American; and/or American Indian and Alaska Native; and/or Asian groups; and/or Native Hawaiian and Other Pacific Islander groups; and/or Some Other Race,PWGTP,,,,,,
2023,American Indian and Alaska Native recode (American Indian and Alaska Native alone or in combination with one or more other races),RACAIAN,0,0,No,PWGTP,,,,,,
2023,American Indian and Alaska Native recode (American Indian and Alaska Native alone or in combination with one or more other races),RACAIAN,1,1,Yes,PWGTP,,,,,,
2023,Asian recode (Asian alone or in combination with one or more other races),RACASN,0,0,No,PWGTP,,,,,,
2023,Asian recode (Asian alone or in combination with one or more other races),RACASN,1,1,Yes,PWGTP,,,,,,
2023,Black or African American recode (Black alone or in combination with one or more other races),RACBLK,0,0,No,PWGTP,,,,,,
2023,Black or African American recode (Black alone or in combination with one or more other races),RACBLK,1,1,Yes,PWGTP,,,,,,
2023,Native Hawaiian recode (Native Hawaiian alone or in combination with one or more other races),RACNH,0,0,No,PWGTP,,,,,,
2023,Native Hawaiian recode (Native Hawaiian alone or in combination with one or more other races),RACNH,1,1,Yes,PWGTP,,,,,,
2023,Number of major race groups represented,RACNUM,1,6,Race groups,PWGTP,,,,,,
2023,Other Pacific Islander recode (Other Pacific Islander alone or in combination with one or more other races),RACPI,0,0,No,PWGTP,,,,,,
2023,Other Pacific Islander recode (Other Pacific Islander alone or in combination with one or more other races),RACPI,1,1,Yes,PWGTP,,,,,,
2023,Some other race recode (Some other race alone or in combination with one or more other races),RACSOR,0,0,No,PWGTP,,,,,,
2023,Some other race recode (Some other race alone or in combination with one or more other races),RACSOR,1,1,Yes,PWGTP,,,,,,
2023,White recode (White alone or in combination with one or more other races),RACWHT,0,0,No,PWGTP,,,,,,
2023,White recode (White alone or in combination with one or more other races),RACWHT,1,1,Yes,PWGTP,,,,,,
2023,Related child,RC,-1,-1,N/A (in GQ),PWGTP,,,,,,
2023,Related child,RC,0,0,No,PWGTP,,,,,,
2023,Related child,RC,1,1,Yes,PWGTP,,,,,,
2023,Refrigerator,REFR,0,0,N/A (GQ),WGTP,,,,,,
2023,Refrigerator,REFR,1,1,Yes,WGTP,,,,,,
2023,Refrigerator,REFR,2,2,No,WGTP,,,,,,
2023,Region code based on 2020 Census definitions,REGION,1,1,Northeast,,,,,,,
2023,Region code based on 2020 Census definitions,REGION,2,2,Midwest,,,,,,,
2023,Region code based on 2020 Census definitions,REGION,3,3,South,,,,,,,
2023,Region code based on 2020 Census definitions,REGION,4,4,West,,,,,,,
2023,Region code based on 2020 Census definitions,REGION,9,9,Puerto Rico,,,,,,,
2023,Relationship,RELSHIPP,20,20,Reference person,PWGTP,,,,,,
2023,Relationship,RELSHIPP,21,21,Opposite-sex husband/wife/spouse,PWGTP,,,,,,
2023,Relationship,RELSHIPP,22,22,Opposite-sex unmarried partner,PWGTP,,,,,,
2023,Relationship,RELSHIPP,23,23,Same-sex husband/wife/spouse,PWGTP,,,,,,
2023,Relationship,RELSHIPP,24,24,Same-sex unmarried partner,PWGTP,,,,,,
2023,Relationship,RELSHIPP,25,25,Biological son or daughter,PWGTP,,,,,,
2023,Relationship,RELSHIPP,26,26,Adopted son or daughter,PWGTP,,,,,,
2023,Relationship,RELSHIPP,27,27,Stepson or stepdaughter,PWGTP,,,,,,
2023,Relationship,RELSHIPP,28,28,Brother or sister,PWGTP,,,,,,
2023,Relationship,RELSHIPP,29,29,Father or mother,PWGTP,,,,,,
2023,Relationship,RELSHIPP,30,30,Grandchild,PWGTP,,,,,,
2023,Relationship,RELSHIPP,31,31,Parent-in-law,PWGTP,,,,,,
2023,Relationship,RELSHIPP,32,32,Son-in-law or daughter-in-law,PWGTP,,,,,,
2023,Relationship,RELSHIPP,33,33,Other relative,PWGTP,,,,,,
2023,Relationship,RELSHIPP,34,34,Roommate or housemate,PWGTP,,,,,,
2023,Relationship,RELSHIPP,35,35,Foster child,PWGTP,,,,,,
2023,Relationship,RELSHIPP,36,36,Other nonrelative,PWGTP,,,,,,
2023,Relationship,RELSHIPP,37,37,Institutionalized group quarters population,PWGTP,,,,,,
2023,Relationship,RELSHIPP,38,38,Noninstitutionalized group quarters population,PWGTP,,,,,,
2023,Response mode,RESMODE,0,0,N/A (GQ),WGTP,,,,,,
2023,Response mode,RESMODE,1,1,MAIL,WGTP,,,,,,
2023,Response mode,RESMODE,2,2,CATI/CAPI,WGTP,,,,,,
2023,Response mode,RESMODE,3,3,Internet,WGTP,,,,,,
2023,Retirement income past 12 months (use ADJINC to adjust to constant dollars),RETP,4,999999,$4 to $999999 (Rounded and top-coded),PWGTP,,,,,,
2023,Number of rooms,RMSP,1,99,Rooms (Top-coded),WGTP,,,,,,
2023,Meals included in rent,RNTM,0,0,"N/A (GQ/vacant units, except ""for rent"" and ""rented, not occupied""/owned or being bought/occupied without rent payment)",WGTP,,,,,,
2023,Meals included in rent,RNTM,1,1,Yes,WGTP,,,,,,
2023,Meals included in rent,RNTM,2,2,No,WGTP,,,,,,
2023,Monthly rent (use ADJHSG to adjust RNTP to constant dollars),RNTP,1,99999,$1 to $99999 (Rounded and top-coded),WGTP,,,,,,
2023,Record Type,RT,H,H,Housing Record or Group Quarters Unit,PWGTP,,,,,,
2023,Record Type,RT,P,P,Person Record,PWGTP,,,,,,
2023,Hot and cold Running water,RWAT,0,0,N/A (GQ),WGTP,,,,,,
2023,Hot and cold Running water,RWAT,1,1,Yes,WGTP,,,,,,
2023,Hot and cold Running water,RWAT,2,2,No,WGTP,,,,,,
2023,Hot and cold Running water,RWAT,9,9,"Case is from Puerto Rico, RWAT not applicable",WGTP,,,,,,
2023,Satellite Internet service,SATELLITE,0,0,N/A (GQ/vacant/no paid access to the internet),WGTP,,,,,,
2023,Satellite Internet service,SATELLITE,1,1,Yes,WGTP,,,,,,
2023,Satellite Internet service,SATELLITE,2,2,No,WGTP,,,,,,
