title,c_vintage,c_dataset,c_url,Sample,Estimate
Current Population Survey Annual Social and Economic Supplement,2020,cps/asec/mar,https://api.census.gov/data/2020/cps/asec/mar,,
Mar 2019 Current Population Survey: Annual Social and Economic (March) Supplement,2019,cps/asec/mar,https://api.census.gov/data/2019/cps/asec/mar,,
Mar 2018 Current Population Survey: Annual Social and Economic (March) Supplement,2018,cps/asec/mar,https://api.census.gov/data/2018/cps/asec/mar,,
Mar 2017 Current Population Survey: Annual Social and Economic (March) Supplement,2017,cps/asec/mar,https://api.census.gov/data/2017/cps/asec/mar,,
Mar 2016 Current Population Survey: Annual Social and Economic (March) Supplement,2016,cps/asec/mar,https://api.census.gov/data/2016/cps/asec/mar,,
Mar 2015 Current Population Survey: Annual Social and Economic (March) Supplement,2015,cps/asec/mar,https://api.census.gov/data/2015/cps/asec/mar,,
Mar 2014 Current Population Survey: Annual Social and Economic (March) Supplement,2014,cps/asec/mar,https://api.census.gov/data/2014/cps/asec/mar,,
Mar 2013 Current Population Survey: Annual Social and Economic (March) Supplement,2013,cps/asec/mar,https://api.census.gov/data/2013/cps/asec/mar,,
Mar 2012 Current Population Survey: Annual Social and Economic (March) Supplement,2012,cps/asec/mar,https://api.census.gov/data/2012/cps/asec/mar,,
Mar 2011 Current Population Survey: Annual Social and Economic (March) Supplement,2011,cps/asec/mar,https://api.census.gov/data/2011/cps/asec/mar,,
Mar 2010 Current Population Survey: Annual Social and Economic (March) Supplement,2010,cps/asec/mar,https://api.census.gov/data/2010/cps/asec/mar,,
Mar 2009 Current Population Survey: Annual Social and Economic (March) Supplement,2009,cps/asec/mar,https://api.census.gov/data/2009/cps/asec/mar,,
Mar 2008 Current Population Survey: Annual Social and Economic (March) Supplement,2008,cps/asec/mar,https://api.census.gov/data/2008/cps/asec/mar,,
Mar 2007 Current Population Survey: Annual Social and Economic (March) Supplement,2007,cps/asec/mar,https://api.census.gov/data/2007/cps/asec/mar,,
Mar 2006 Current Population Survey: Annual Social and Economic (March) Supplement,2006,cps/asec/mar,https://api.census.gov/data/2006/cps/asec/mar,,
Mar 2005 Current Population Survey: Annual Social and Economic (March) Supplement,2005,cps/asec/mar,https://api.census.gov/data/2005/cps/asec/mar,,
Mar 2004 Current Population Survey: Annual Social and Economic (March) Supplement,2004,cps/asec/mar,https://api.census.gov/data/2004/cps/asec/mar,,
Mar 2003 Current Population Survey: Annual Social and Economic (March) Supplement,2003,cps/asec/mar,https://api.census.gov/data/2003/cps/asec/mar,,
Mar 2002 Current Population Survey: Annual Social and Economic (March) Supplement,2002,cps/asec/mar,https://api.census.gov/data/2002/cps/asec/mar,,
Mar 2001 Current Population Survey: Annual Social and Economic (March) Supplement,2001,cps/asec/mar,https://api.census.gov/data/2001/cps/asec/mar,,
Mar 2000 Current Population Survey: Annual Social and Economic (March) Supplement,2000,cps/asec/mar,https://api.census.gov/data/2000/cps/asec/mar,,
Mar 1999 Current Population Survey: Annual Social and Economic (March) Supplement,1999,cps/asec/mar,https://api.census.gov/data/1999/cps/asec/mar,,
Mar 1998 Current Population Survey: Annual Social and Economic (March) Supplement,1998,cps/asec/mar,https://api.census.gov/data/1998/cps/asec/mar,,
Mar 1997 Current Population Survey: Annual Social and Economic (March) Supplement,1997,cps/asec/mar,https://api.census.gov/data/1997/cps/asec/mar,,
Mar 1996 Current Population Survey: Annual Social and Economic (March) Supplement,1996,cps/asec/mar,https://api.census.gov/data/1996/cps/asec/mar,,
Mar 1995 Current Population Survey: Annual Social and Economic (March) Supplement,1995,cps/asec/mar,https://api.census.gov/data/1995/cps/asec/mar,,
Mar 1994 Current Population Survey: Annual Social and Economic (March) Supplement,1994,cps/asec/mar,https://api.census.gov/data/1994/cps/asec/mar,,
Mar 1993 Current Population Survey: Annual Social and Economic (March) Supplement,1993,cps/asec/mar,https://api.census.gov/data/1993/cps/asec/mar,,
Mar 1992 Current Population Survey: Annual Social and Economic (March) Supplement,1992,cps/asec/mar,https://api.census.gov/data/1992/cps/asec/mar,,
Current Population Survey: Basic Monthly,2024,cps/basic/apr,https://api.census.gov/data/2024/cps/basic/apr,,
Current Population Survey: Basic Monthly,2023,cps/basic/apr,https://api.census.gov/data/2023/cps/basic/apr,,
Current Population Survey: Basic Monthly,2022,cps/basic/apr,https://api.census.gov/data/2022/cps/basic/apr,,
Current Population Survey: Basic Monthly,2021,cps/basic/apr,https://api.census.gov/data/2021/cps/basic/apr,,
Current Population Survey: Basic Monthly,2020,cps/basic/apr,https://api.census.gov/data/2020/cps/basic/apr,,
CPS Basic,2019,cps/basic/apr,https://api.census.gov/data/2019/cps/basic/apr,,
CPS Basic,2018,cps/basic/apr,https://api.census.gov/data/2018/cps/basic/apr,,
CPS Basic,2017,cps/basic/apr,https://api.census.gov/data/2017/cps/basic/apr,,
CPS Basic,2016,cps/basic/apr,https://api.census.gov/data/2016/cps/basic/apr,,
CPS Basic,2015,cps/basic/apr,https://api.census.gov/data/2015/cps/basic/apr,,
Apr 2014 Current Population Survey: Basic Monthly,2014,cps/basic/apr,https://api.census.gov/data/2014/cps/basic/apr,,
Apr 2013 Current Population Survey: Basic Monthly,2013,cps/basic/apr,https://api.census.gov/data/2013/cps/basic/apr,,
Apr 2012 Current Population Survey: Basic Monthly,2012,cps/basic/apr,https://api.census.gov/data/2012/cps/basic/apr,,
Apr 2011 Current Population Survey: Basic Monthly,2011,cps/basic/apr,https://api.census.gov/data/2011/cps/basic/apr,,
Apr 2010 Current Population Survey: Basic Monthly,2010,cps/basic/apr,https://api.census.gov/data/2010/cps/basic/apr,,
Apr 2009 Current Population Survey: Basic Monthly,2009,cps/basic/apr,https://api.census.gov/data/2009/cps/basic/apr,,
Apr 2008 Current Population Survey: Basic Monthly,2008,cps/basic/apr,https://api.census.gov/data/2008/cps/basic/apr,,
Apr 2007 Current Population Survey: Basic Monthly,2007,cps/basic/apr,https://api.census.gov/data/2007/cps/basic/apr,,
Apr 2006 Current Population Survey: Basic Monthly,2006,cps/basic/apr,https://api.census.gov/data/2006/cps/basic/apr,,
Apr 2005 Current Population Survey: Basic Monthly,2005,cps/basic/apr,https://api.census.gov/data/2005/cps/basic/apr,,
Apr 2004 Current Population Survey: Basic Monthly,2004,cps/basic/apr,https://api.census.gov/data/2004/cps/basic/apr,,
Apr 2003 Current Population Survey: Basic Monthly,2003,cps/basic/apr,https://api.census.gov/data/2003/cps/basic/apr,,
Apr 2002 Current Population Survey: Basic Monthly,2002,cps/basic/apr,https://api.census.gov/data/2002/cps/basic/apr,,
Apr 2001 Current Population Survey: Basic Monthly,2001,cps/basic/apr,https://api.census.gov/data/2001/cps/basic/apr,,
Apr 2000 Current Population Survey: Basic Monthly,2000,cps/basic/apr,https://api.census.gov/data/2000/cps/basic/apr,,
Apr 1999 Current Population Survey: Basic Monthly,1999,cps/basic/apr,https://api.census.gov/data/1999/cps/basic/apr,,
Apr 1998 Current Population Survey: Basic Monthly,1998,cps/basic/apr,https://api.census.gov/data/1998/cps/basic/apr,,
Apr 1997 Current Population Survey: Basic Monthly,1997,cps/basic/apr,https://api.census.gov/data/1997/cps/basic/apr,,
Apr 1996 Current Population Survey: Basic Monthly,1996,cps/basic/apr,https://api.census.gov/data/1996/cps/basic/apr,,
Apr 1995 Current Population Survey: Basic Monthly,1995,cps/basic/apr,https://api.census.gov/data/1995/cps/basic/apr,,
Apr 1994 Current Population Survey: Basic Monthly,1994,cps/basic/apr,https://api.census.gov/data/1994/cps/basic/apr,,
Apr 1993 Current Population Survey: Basic Monthly,1993,cps/basic/apr,https://api.census.gov/data/1993/cps/basic/apr,,
Apr 1992 Current Population Survey: Basic Monthly,1992,cps/basic/apr,https://api.census.gov/data/1992/cps/basic/apr,,
Apr 1991 Current Population Survey: Basic Monthly,1991,cps/basic/apr,https://api.census.gov/data/1991/cps/basic/apr,,
Apr 1990 Current Population Survey: Basic Monthly,1990,cps/basic/apr,https://api.census.gov/data/1990/cps/basic/apr,,
Apr 1989 Current Population Survey: Basic Monthly,1989,cps/basic/apr,https://api.census.gov/data/1989/cps/basic/apr,,
Current Population Survey: Basic Monthly,2024,cps/basic/aug,https://api.census.gov/data/2024/cps/basic/aug,,
Current Population Survey: Basic Monthly,2023,cps/basic/aug,https://api.census.gov/data/2023/cps/basic/aug,,
Current Population Survey: Basic Monthly,2022,cps/basic/aug,https://api.census.gov/data/2022/cps/basic/aug,,
Current Population Survey: Basic Monthly,2021,cps/basic/aug,https://api.census.gov/data/2021/cps/basic/aug,,
Current Population Survey: Basic Monthly,2020,cps/basic/aug,https://api.census.gov/data/2020/cps/basic/aug,,
CPS Basic,2019,cps/basic/aug,https://api.census.gov/data/2019/cps/basic/aug,,
CPS Basic,2018,cps/basic/aug,https://api.census.gov/data/2018/cps/basic/aug,,
CPS Basic,2017,cps/basic/aug,https://api.census.gov/data/2017/cps/basic/aug,,
CPS Basic,2016,cps/basic/aug,https://api.census.gov/data/2016/cps/basic/aug,,
CPS Basic,2015,cps/basic/aug,https://api.census.gov/data/2015/cps/basic/aug,,
Aug 2014 Current Population Survey: Basic Monthly,2014,cps/basic/aug,https://api.census.gov/data/2014/cps/basic/aug,,
Aug 2013 Current Population Survey: Basic Monthly,2013,cps/basic/aug,https://api.census.gov/data/2013/cps/basic/aug,,
Aug 2012 Current Population Survey: Basic Monthly,2012,cps/basic/aug,https://api.census.gov/data/2012/cps/basic/aug,,
Aug 2011 Current Population Survey: Basic Monthly,2011,cps/basic/aug,https://api.census.gov/data/2011/cps/basic/aug,,
Aug 2010 Current Population Survey: Basic Monthly,2010,cps/basic/aug,https://api.census.gov/data/2010/cps/basic/aug,,
Aug 2009 Current Population Survey: Basic Monthly,2009,cps/basic/aug,https://api.census.gov/data/2009/cps/basic/aug,,
Aug 2008 Current Population Survey: Basic Monthly,2008,cps/basic/aug,https://api.census.gov/data/2008/cps/basic/aug,,
Aug 2007 Current Population Survey: Basic Monthly,2007,cps/basic/aug,https://api.census.gov/data/2007/cps/basic/aug,,
Aug 2006 Current Population Survey: Basic Monthly,2006,cps/basic/aug,https://api.census.gov/data/2006/cps/basic/aug,,
Aug 2005 Current Population Survey: Basic Monthly,2005,cps/basic/aug,https://api.census.gov/data/2005/cps/basic/aug,,
Aug 2004 Current Population Survey: Basic Monthly,2004,cps/basic/aug,https://api.census.gov/data/2004/cps/basic/aug,,
Aug 2003 Current Population Survey: Basic Monthly,2003,cps/basic/aug,https://api.census.gov/data/2003/cps/basic/aug,,
Aug 2002 Current Population Survey: Basic Monthly,2002,cps/basic/aug,https://api.census.gov/data/2002/cps/basic/aug,,
Aug 2001 Current Population Survey: Basic Monthly,2001,cps/basic/aug,https://api.census.gov/data/2001/cps/basic/aug,,
Aug 2000 Current Population Survey: Basic Monthly,2000,cps/basic/aug,https://api.census.gov/data/2000/cps/basic/aug,,
Aug 1999 Current Population Survey: Basic Monthly,1999,cps/basic/aug,https://api.census.gov/data/1999/cps/basic/aug,,
Aug 1998 Current Population Survey: Basic Monthly,1998,cps/basic/aug,https://api.census.gov/data/1998/cps/basic/aug,,
Aug 1997 Current Population Survey: Basic Monthly,1997,cps/basic/aug,https://api.census.gov/data/1997/cps/basic/aug,,
Aug 1996 Current Population Survey: Basic Monthly,1996,cps/basic/aug,https://api.census.gov/data/1996/cps/basic/aug,,
Aug 1995 Current Population Survey: Basic Monthly,1995,cps/basic/aug,https://api.census.gov/data/1995/cps/basic/aug,,
Aug 1994 Current Population Survey: Basic Monthly,1994,cps/basic/aug,https://api.census.gov/data/1994/cps/basic/aug,,
Aug 1993 Current Population Survey: Basic Monthly,1993,cps/basic/aug,https://api.census.gov/data/1993/cps/basic/aug,,
Aug 1992 Current Population Survey: Basic Monthly,1992,cps/basic/aug,https://api.census.gov/data/1992/cps/basic/aug,,
Aug 1991 Current Population Survey: Basic Monthly,1991,cps/basic/aug,https://api.census.gov/data/1991/cps/basic/aug,,
Aug 1990 Current Population Survey: Basic Monthly,1990,cps/basic/aug,https://api.census.gov/data/1990/cps/basic/aug,,
Aug 1989 Current Population Survey: Basic Monthly,1989,cps/basic/aug,https://api.census.gov/data/1989/cps/basic/aug,,
Current Population Survey: Basic Monthly,2024,cps/basic/dec,https://api.census.gov/data/2024/cps/basic/dec,,
Current Population Survey: Basic Monthly,2023,cps/basic/dec,https://api.census.gov/data/2023/cps/basic/dec,,
Current Population Survey: Basic Monthly,2022,cps/basic/dec,https://api.census.gov/data/2022/cps/basic/dec,,
Current Population Survey: Basic Monthly,2021,cps/basic/dec,https://api.census.gov/data/2021/cps/basic/dec,,
Current Population Survey: Basic Monthly,2020,cps/basic/dec,https://api.census.gov/data/2020/cps/basic/dec,,
CPS Basic,2019,cps/basic/dec,https://api.census.gov/data/2019/cps/basic/dec,,
CPS Basic,2018,cps/basic/dec,https://api.census.gov/data/2018/cps/basic/dec,,
CPS Basic,2017,cps/basic/dec,https://api.census.gov/data/2017/cps/basic/dec,,
CPS Basic,2016,cps/basic/dec,https://api.census.gov/data/2016/cps/basic/dec,,
CPS Basic,2015,cps/basic/dec,https://api.census.gov/data/2015/cps/basic/dec,,
Dec 2014 Current Population Survey: Basic Monthly,2014,cps/basic/dec,https://api.census.gov/data/2014/cps/basic/dec,,
Dec 2013 Current Population Survey: Basic Monthly,2013,cps/basic/dec,https://api.census.gov/data/2013/cps/basic/dec,,
Dec 2012 Current Population Survey: Basic Monthly,2012,cps/basic/dec,https://api.census.gov/data/2012/cps/basic/dec,,
Dec 2011 Current Population Survey: Basic Monthly,2011,cps/basic/dec,https://api.census.gov/data/2011/cps/basic/dec,,
Dec 2010 Current Population Survey: Basic Monthly,2010,cps/basic/dec,https://api.census.gov/data/2010/cps/basic/dec,,
Dec 2009 Current Population Survey: Basic Monthly,2009,cps/basic/dec,https://api.census.gov/data/2009/cps/basic/dec,,
Dec 2008 Current Population Survey: Basic Monthly,2008,cps/basic/dec,https://api.census.gov/data/2008/cps/basic/dec,,
Dec 2007 Current Population Survey: Basic Monthly,2007,cps/basic/dec,https://api.census.gov/data/2007/cps/basic/dec,,
Dec 2006 Current Population Survey: Basic Monthly,2006,cps/basic/dec,https://api.census.gov/data/2006/cps/basic/dec,,
Dec 2005 Current Population Survey: Basic Monthly,2005,cps/basic/dec,https://api.census.gov/data/2005/cps/basic/dec,,
Dec 2004 Current Population Survey: Basic Monthly,2004,cps/basic/dec,https://api.census.gov/data/2004/cps/basic/dec,,
Dec 2003 Current Population Survey: Basic Monthly,2003,cps/basic/dec,https://api.census.gov/data/2003/cps/basic/dec,,
Dec 2002 Current Population Survey: Basic Monthly,2002,cps/basic/dec,https://api.census.gov/data/2002/cps/basic/dec,,
Dec 2001 Current Population Survey: Basic Monthly,2001,cps/basic/dec,https://api.census.gov/data/2001/cps/basic/dec,,
Dec 2000 Current Population Survey: Basic Monthly,2000,cps/basic/dec,https://api.census.gov/data/2000/cps/basic/dec,,
Dec 1999 Current Population Survey: Basic Monthly,1999,cps/basic/dec,https://api.census.gov/data/1999/cps/basic/dec,,
Dec 1998 Current Population Survey: Basic Monthly,1998,cps/basic/dec,https://api.census.gov/data/1998/cps/basic/dec,,
Dec 1997 Current Population Survey: Basic Monthly,1997,cps/basic/dec,https://api.census.gov/data/1997/cps/basic/dec,,
Dec 1996 Current Population Survey: Basic Monthly,1996,cps/basic/dec,https://api.census.gov/data/1996/cps/basic/dec,,
Dec 1995 Current Population Survey: Basic Monthly,1995,cps/basic/dec,https://api.census.gov/data/1995/cps/basic/dec,,
Dec 1994 Current Population Survey: Basic Monthly,1994,cps/basic/dec,https://api.census.gov/data/1994/cps/basic/dec,,
Dec 1993 Current Population Survey: Basic Monthly,1993,cps/basic/dec,https://api.census.gov/data/1993/cps/basic/dec,,
Dec 1992 Current Population Survey: Basic Monthly,1992,cps/basic/dec,https://api.census.gov/data/1992/cps/basic/dec,,
Dec 1991 Current Population Survey: Basic Monthly,1991,cps/basic/dec,https://api.census.gov/data/1991/cps/basic/dec,,
Dec 1990 Current Population Survey: Basic Monthly,1990,cps/basic/dec,https://api.census.gov/data/1990/cps/basic/dec,,
Dec 1989 Current Population Survey: Basic Monthly,1989,cps/basic/dec,https://api.census.gov/data/1989/cps/basic/dec,,
Current Population Survey: Basic Monthly,2024,cps/basic/feb,https://api.census.gov/data/2024/cps/basic/feb,,
Current Population Survey: Basic Monthly,2023,cps/basic/feb,https://api.census.gov/data/2023/cps/basic/feb,,
Current Population Survey: Basic Monthly,2022,cps/basic/feb,https://api.census.gov/data/2022/cps/basic/feb,,
Current Population Survey: Basic Monthly,2021,cps/basic/feb,https://api.census.gov/data/2021/cps/basic/feb,,
Current Population Survey: Basic Monthly,2020,cps/basic/feb,https://api.census.gov/data/2020/cps/basic/feb,,
CPS Basic,2019,cps/basic/feb,https://api.census.gov/data/2019/cps/basic/feb,,
CPS Basic,2018,cps/basic/feb,https://api.census.gov/data/2018/cps/basic/feb,,
CPS Basic,2017,cps/basic/feb,https://api.census.gov/data/2017/cps/basic/feb,,
CPS Basic,2016,cps/basic/feb,https://api.census.gov/data/2016/cps/basic/feb,,
CPS Basic,2015,cps/basic/feb,https://api.census.gov/data/2015/cps/basic/feb,,
Feb 2014 Current Population Survey: Basic Monthly,2014,cps/basic/feb,https://api.census.gov/data/2014/cps/basic/feb,,
Feb 2013 Current Population Survey: Basic Monthly,2013,cps/basic/feb,https://api.census.gov/data/2013/cps/basic/feb,,
Feb 2012 Current Population Survey: Basic Monthly,2012,cps/basic/feb,https://api.census.gov/data/2012/cps/basic/feb,,
Feb 2011 Current Population Survey: Basic Monthly,2011,cps/basic/feb,https://api.census.gov/data/2011/cps/basic/feb,,
Feb 2010 Current Population Survey: Basic Monthly,2010,cps/basic/feb,https://api.census.gov/data/2010/cps/basic/feb,,
Feb 2009 Current Population Survey: Basic Monthly,2009,cps/basic/feb,https://api.census.gov/data/2009/cps/basic/feb,,
Feb 2008 Current Population Survey: Basic Monthly,2008,cps/basic/feb,https://api.census.gov/data/2008/cps/basic/feb,,
Feb 2007 Current Population Survey: Basic Monthly,2007,cps/basic/feb,https://api.census.gov/data/2007/cps/basic/feb,,
Feb 2006 Current Population Survey: Basic Monthly,2006,cps/basic/feb,https://api.census.gov/data/2006/cps/basic/feb,,
Feb 2005 Current Population Survey: Basic Monthly,2005,cps/basic/feb,https://api.census.gov/data/2005/cps/basic/feb,,
Feb 2004 Current Population Survey: Basic Monthly,2004,cps/basic/feb,https://api.census.gov/data/2004/cps/basic/feb,,
Feb 2003 Current Population Survey: Basic Monthly,2003,cps/basic/feb,https://api.census.gov/data/2003/cps/basic/feb,,
Feb 2002 Current Population Survey: Basic Monthly,2002,cps/basic/feb,https://api.census.gov/data/2002/cps/basic/feb,,
Feb 2001 Current Population Survey: Basic Monthly,2001,cps/basic/feb,https://api.census.gov/data/2001/cps/basic/feb,,
Feb 2000 Current Population Survey: Basic Monthly,2000,cps/basic/feb,https://api.census.gov/data/2000/cps/basic/feb,,
Feb 1999 Current Population Survey: Basic Monthly,1999,cps/basic/feb,https://api.census.gov/data/1999/cps/basic/feb,,
Feb 1998 Current Population Survey: Basic Monthly,1998,cps/basic/feb,https://api.census.gov/data/1998/cps/basic/feb,,
Feb 1997 Current Population Survey: Basic Monthly,1997,cps/basic/feb,https://api.census.gov/data/1997/cps/basic/feb,,
Feb 1996 Current Population Survey: Basic Monthly,1996,cps/basic/feb,https://api.census.gov/data/1996/cps/basic/feb,,
Feb 1995 Current Population Survey: Basic Monthly,1995,cps/basic/feb,https://api.census.gov/data/1995/cps/basic/feb,,
Feb 1994 Current Population Survey: Basic Monthly,1994,cps/basic/feb,https://api.census.gov/data/1994/cps/basic/feb,,
Feb 1993 Current Population Survey: Basic Monthly,1993,cps/basic/feb,https://api.census.gov/data/1993/cps/basic/feb,,
Feb 1992 Current Population Survey: Basic Monthly,1992,cps/basic/feb,https://api.census.gov/data/1992/cps/basic/feb,,
Feb 1991 Current Population Survey: Basic Monthly,1991,cps/basic/feb,https://api.census.gov/data/1991/cps/basic/feb,,
Feb 1990 Current Population Survey: Basic Monthly,1990,cps/basic/feb,https://api.census.gov/data/1990/cps/basic/feb,,
Feb 1989 Current Population Survey: Basic Monthly,1989,cps/basic/feb,https://api.census.gov/data/1989/cps/basic/feb,,
Current Population Survey: Basic Monthly,2024,cps/basic/jan,https://api.census.gov/data/2024/cps/basic/jan,,
Current Population Survey: Basic Monthly,2023,cps/basic/jan,https://api.census.gov/data/2023/cps/basic/jan,,
Current Population Survey: Basic Monthly,2022,cps/basic/jan,https://api.census.gov/data/2022/cps/basic/jan,,
Current Population Survey: Basic Monthly,2021,cps/basic/jan,https://api.census.gov/data/2021/cps/basic/jan,,
Current Population Survey: Basic Monthly,2020,cps/basic/jan,https://api.census.gov/data/2020/cps/basic/jan,,
CPS Basic,2019,cps/basic/jan,https://api.census.gov/data/2019/cps/basic/jan,,
CPS Basic,2018,cps/basic/jan,https://api.census.gov/data/2018/cps/basic/jan,,
CPS Basic,2017,cps/basic/jan,https://api.census.gov/data/2017/cps/basic/jan,,
CPS Basic,2016,cps/basic/jan,https://api.census.gov/data/2016/cps/basic/jan,,
CPS Basic,2015,cps/basic/jan,https://api.census.gov/data/2015/cps/basic/jan,,
Jan 2014 Current Population Survey: Basic Monthly,2014,cps/basic/jan,https://api.census.gov/data/2014/cps/basic/jan,,
Jan 2013 Current Population Survey: Basic Monthly,2013,cps/basic/jan,https://api.census.gov/data/2013/cps/basic/jan,,
Jan 2012 Current Population Survey: Basic Monthly,2012,cps/basic/jan,https://api.census.gov/data/2012/cps/basic/jan,,
Jan 2011 Current Population Survey: Basic Monthly,2011,cps/basic/jan,https://api.census.gov/data/2011/cps/basic/jan,,
Jan 2010 Current Population Survey: Basic Monthly,2010,cps/basic/jan,https://api.census.gov/data/2010/cps/basic/jan,,
Jan 2009 Current Population Survey: Basic Monthly,2009,cps/basic/jan,https://api.census.gov/data/2009/cps/basic/jan,,
Jan 2008 Current Population Survey: Basic Monthly,2008,cps/basic/jan,https://api.census.gov/data/2008/cps/basic/jan,,
Jan 2007 Current Population Survey: Basic Monthly,2007,cps/basic/jan,https://api.census.gov/data/2007/cps/basic/jan,,
Jan 2006 Current Population Survey: Basic Monthly,2006,cps/basic/jan,https://api.census.gov/data/2006/cps/basic/jan,,
Jan 2005 Current Population Survey: Basic Monthly,2005,cps/basic/jan,https://api.census.gov/data/2005/cps/basic/jan,,
Jan 2004 Current Population Survey: Basic Monthly,2004,cps/basic/jan,https://api.census.gov/data/2004/cps/basic/jan,,
Jan 2003 Current Population Survey: Basic Monthly,2003,cps/basic/jan,https://api.census.gov/data/2003/cps/basic/jan,,
Jan 2002 Current Population Survey: Basic Monthly,2002,cps/basic/jan,https://api.census.gov/data/2002/cps/basic/jan,,
Jan 2001 Current Population Survey: Basic Monthly,2001,cps/basic/jan,https://api.census.gov/data/2001/cps/basic/jan,,
Jan 2000 Current Population Survey: Basic Monthly,2000,cps/basic/jan,https://api.census.gov/data/2000/cps/basic/jan,,
Jan 1999 Current Population Survey: Basic Monthly,1999,cps/basic/jan,https://api.census.gov/data/1999/cps/basic/jan,,
Jan 1998 Current Population Survey: Basic Monthly,1998,cps/basic/jan,https://api.census.gov/data/1998/cps/basic/jan,,
Jan 1997 Current Population Survey: Basic Monthly,1997,cps/basic/jan,https://api.census.gov/data/1997/cps/basic/jan,,
Jan 1996 Current Population Survey: Basic Monthly,1996,cps/basic/jan,https://api.census.gov/data/1996/cps/basic/jan,,
Jan 1995 Current Population Survey: Basic Monthly,1995,cps/basic/jan,https://api.census.gov/data/1995/cps/basic/jan,,
Jan 1994 Current Population Survey: Basic Monthly,1994,cps/basic/jan,https://api.census.gov/data/1994/cps/basic/jan,,
Jan 1993 Current Population Survey: Basic Monthly,1993,cps/basic/jan,https://api.census.gov/data/1993/cps/basic/jan,,
Jan 1992 Current Population Survey: Basic Monthly,1992,cps/basic/jan,https://api.census.gov/data/1992/cps/basic/jan,,
Jan 1991 Current Population Survey: Basic Monthly,1991,cps/basic/jan,https://api.census.gov/data/1991/cps/basic/jan,,
Jan 1990 Current Population Survey: Basic Monthly,1990,cps/basic/jan,https://api.census.gov/data/1990/cps/basic/jan,,
Jan 1989 Current Population Survey: Basic Monthly,1989,cps/basic/jan,https://api.census.gov/data/1989/cps/basic/jan,,
Current Population Survey: Basic Monthly,2024,cps/basic/jul,https://api.census.gov/data/2024/cps/basic/jul,,
Current Population Survey: Basic Monthly,2023,cps/basic/jul,https://api.census.gov/data/2023/cps/basic/jul,,
Current Population Survey: Basic Monthly,2022,cps/basic/jul,https://api.census.gov/data/2022/cps/basic/jul,,
Current Population Survey: Basic Monthly,2021,cps/basic/jul,https://api.census.gov/data/2021/cps/basic/jul,,
Current Population Survey: Basic Monthly,2020,cps/basic/jul,https://api.census.gov/data/2020/cps/basic/jul,,
CPS Basic,2019,cps/basic/jul,https://api.census.gov/data/2019/cps/basic/jul,,
CPS Basic,2018,cps/basic/jul,https://api.census.gov/data/2018/cps/basic/jul,,
CPS Basic,2017,cps/basic/jul,https://api.census.gov/data/2017/cps/basic/jul,,
CPS Basic,2016,cps/basic/jul,https://api.census.gov/data/2016/cps/basic/jul,,
CPS Basic,2015,cps/basic/jul,https://api.census.gov/data/2015/cps/basic/jul,,
Jul 2014 Current Population Survey: Basic Monthly,2014,cps/basic/jul,https://api.census.gov/data/2014/cps/basic/jul,,
Jul 2013 Current Population Survey: Basic Monthly,2013,cps/basic/jul,https://api.census.gov/data/2013/cps/basic/jul,,
Jul 2012 Current Population Survey: Basic Monthly,2012,cps/basic/jul,https://api.census.gov/data/2012/cps/basic/jul,,
Jul 2011 Current Population Survey: Basic Monthly,2011,cps/basic/jul,https://api.census.gov/data/2011/cps/basic/jul,,
Jul 2010 Current Population Survey: Basic Monthly,2010,cps/basic/jul,https://api.census.gov/data/2010/cps/basic/jul,,
Jul 2009 Current Population Survey: Basic Monthly,2009,cps/basic/jul,https://api.census.gov/data/2009/cps/basic/jul,,
Jul 2008 Current Population Survey: Basic Monthly,2008,cps/basic/jul,https://api.census.gov/data/2008/cps/basic/jul,,
Jul 2007 Current Population Survey: Basic Monthly,2007,cps/basic/jul,https://api.census.gov/data/2007/cps/basic/jul,,
Jul 2006 Current Population Survey: Basic Monthly,2006,cps/basic/jul,https://api.census.gov/data/2006/cps/basic/jul,,
Jul 2005 Current Population Survey: Basic Monthly,2005,cps/basic/jul,https://api.census.gov/data/2005/cps/basic/jul,,
Jul 2004 Current Population Survey: Basic Monthly,2004,cps/basic/jul,https://api.census.gov/data/2004/cps/basic/jul,,
Jul 2003 Current Population Survey: Basic Monthly,2003,cps/basic/jul,https://api.census.gov/data/2003/cps/basic/jul,,
Jul 2002 Current Population Survey: Basic Monthly,2002,cps/basic/jul,https://api.census.gov/data/2002/cps/basic/jul,,
Jul 2001 Current Population Survey: Basic Monthly,2001,cps/basic/jul,https://api.census.gov/data/2001/cps/basic/jul,,
Jul 2000 Current Population Survey: Basic Monthly,2000,cps/basic/jul,https://api.census.gov/data/2000/cps/basic/jul,,
Jul 1999 Current Population Survey: Basic Monthly,1999,cps/basic/jul,https://api.census.gov/data/1999/cps/basic/jul,,
Jul 1998 Current Population Survey: Basic Monthly,1998,cps/basic/jul,https://api.census.gov/data/1998/cps/basic/jul,,
Jul 1997 Current Population Survey: Basic Monthly,1997,cps/basic/jul,https://api.census.gov/data/1997/cps/basic/jul,,
Jul 1996 Current Population Survey: Basic Monthly,1996,cps/basic/jul,https://api.census.gov/data/1996/cps/basic/jul,,
Jul 1995 Current Population Survey: Basic Monthly,1995,cps/basic/jul,https://api.census.gov/data/1995/cps/basic/jul,,
Jul 1994 Current Population Survey: Basic Monthly,1994,cps/basic/jul,https://api.census.gov/data/1994/cps/basic/jul,,
