Year,NAME,state,place
2020,Meadowbrook CDP,51,50568
2020,Meadows of Dan CDP,51,50696
2020,Meadowview CDP,51,50760
2020,Mechanicsburg CDP,51,50840
2020,Mechanicsville CDP,51,50856
2020,Melfa town,51,50984
2020,Mendota CDP,51,51096
2020,Merrifield CDP,51,51192
2020,Merrimac CDP,51,51208
2020,Metompkin CDP,51,51362
2020,Middlebrook CDP,51,51432
2020,Middleburg town,51,51448
2020,Middletown town,51,51512
2020,Midland CDP,51,51544
2020,Midlothian CDP,51,51560
2020,Millboro CDP,51,51848
2020,Mineral town,51,52120
2020,Modest Town CDP,51,52408
2020,Moneta CDP,51,52536
2020,Montclair CDP,51,52658
2020,Monterey town,51,52680
2020,Montrose CDP,51,52904
2020,Montross town,51,52952
2020,Montvale CDP,51,52968
2020,Moorefield CDP,51,53030
2020,Motley CDP,51,53480
2020,Mountain Road CDP,51,53584
2020,Mount Clifton CDP,51,53832
2020,Mount Crawford town,51,53864
2020,Mount Hermon CDP,51,53944
2020,Mount Jackson town,51,53992
2020,Mount Sidney CDP,51,54120
2020,Mount Vernon CDP,51,54144
2020,Narrows town,51,54904
2020,Nassawadox town,51,54984
2020,Nathalie CDP,51,55000
2020,Navy CDP,51,55208
2020,Nellysford CDP,51,55400
2020,Nelsonia CDP,51,55448
2020,New Baltimore CDP,51,55528
2020,New Castle town,51,55592
2020,New Church CDP,51,55608
2020,New Hope CDP,51,55720
2020,Newington CDP,51,55752
2020,Newington Forest CDP,51,55758
2020,New Kent CDP,51,55800
2020,New Market town,51,55848
2020,Newport News city,51,56000
2020,New River CDP,51,56048
2020,Newsoms town,51,56096
2020,Nickelsville town,51,56304
2020,Nokesville CDP,51,56464
2020,Norfolk city,51,57000
2020,North Garden CDP,51,57368
2020,North Shore CDP,51,57531
2020,North Springfield CDP,51,57560
2020,Norton city,51,57688
2020,Nottoway Court House CDP,51,57870
2020,Oak Grove CDP,51,58104
2020,Oak Hall CDP,51,58184
2020,Oak Level CDP,51,58312
2020,Oakton CDP,51,58472
2020,Occoquan town,51,58696
2020,Onancock town,51,59336
2020,One Loudoun CDP,51,59364
2020,Onley town,51,59384
2020,Opal CDP,51,59416
2020,Orange town,51,59496
2020,Osaka CDP,51,59752
2020,Painter town,51,60296
2020,Palmyra CDP,51,60392
2020,Pamplin City town,51,60488
2020,Pantops CDP,51,60512
2020,Paris CDP,51,60536
2020,Parksley town,51,60680
2020,Parrott CDP,51,60840
2020,Passapatanzy CDP,51,60888
2020,Pastoria CDP,51,60920
2020,Patrick Springs CDP,51,60984
2020,Pearisburg town,51,61208
2020,Pembroke town,51,61336
2020,Penhook CDP,51,61464
2020,Pennington Gap town,51,61560
2020,Petersburg city,51,61832
2020,Phenix town,51,61896
2020,Pimmit Hills CDP,51,62264
2020,Piney Mountain CDP,51,62738
2020,Plum Creek CDP,51,63190
2020,Pocahontas town,51,63288
2020,Poquoson city,51,63768
2020,Port Republic CDP,51,63896
2020,Port Royal town,51,63928
2020,Portsmouth city,51,64000
2020,Potomac Mills CDP,51,64152
2020,Pound town,51,64272
2020,Pounding Mill CDP,51,64288
2020,Powhatan CDP,51,64384
2020,Prices Fork CDP,51,64512
2020,Prince George CDP,51,64560
2020,Pulaski town,51,64880
2020,Pungoteague CDP,51,64976
2020,Purcellville town,51,65008
2020,Quantico town,51,65120
2020,Quantico Base CDP,51,65128
2020,Quinby CDP,51,65280
2020,Radford city,51,65392
2020,Raven CDP,51,65744
2020,Ravensworth CDP,51,65776
2020,Rectortown CDP,51,66032
2020,Remington town,51,66512
2020,Reston CDP,51,66672
2020,Rich Creek town,51,66896
2020,Richlands town,51,66928
2020,Richmond city,51,67000
2020,Ridgeway town,51,67208
2020,Riner CDP,51,67256
2020,Rio CDP,51,67288
2020,Ripplemead CDP,51,67304
2020,Rivanna CDP,51,67331
2020,Riverdale CDP,51,67352
2020,Riverview CDP,51,67704
2020,Roanoke city,51,68000
2020,Rockwood CDP,51,68470
2020,Rocky Gap CDP,51,68480
2020,Rocky Mount town,51,68496
2020,Rose Hill CDP (Fairfax County),51,68880
2020,Rose Hill CDP (Lee County),51,68885
2020,Round Hill town,51,69168
2020,Ruckersville CDP,51,69360
2020,Rural Retreat town,51,69456
2020,Rushmere CDP,51,69472
2020,Rustburg CDP,51,69536
2020,St. Charles town,51,69792
2020,St. Paul town,51,69936
2020,Salem city,51,70000
2020,Saltville town,51,70096
2020,Saluda CDP,51,70112
2020,Sandston CDP,51,70256
2020,Sandy Level CDP,51,70296
2020,Sanford CDP,51,70352
2020,Savage Town CDP,51,70520
2020,Savageville CDP,51,70528
2020,Saxis town,51,70576
2020,Schooner Bay CDP,51,70680
2020,Schuyler CDP,51,70704
2020,Scotland CDP,51,70715
2020,Scottsburg town,51,70752
2020,Scottsville town,51,70800
2020,Sedley CDP,51,71040
2020,Selma CDP,51,71072
2020,Seven Corners CDP,51,71216
2020,Seven Mile Ford CDP,51,71264
2020,Shawneeland CDP,51,71625
2020,Shawsville CDP,51,71632
2020,Shenandoah town,51,71776
2020,Shenandoah Farms CDP,51,71810
2020,Shenandoah Retreat CDP,51,71825
2020,Shenandoah Shores CDP,51,71826
2020,Sherando CDP,51,71904
2020,Shipman CDP,51,72080
2020,Short Pump CDP,51,72272
2020,Singers Glen CDP,51,72736
2020,Skyland Estates CDP,51,72935
2020,Smithfield town,51,73200
2020,Snowville CDP,51,73376
2020,Southampton Meadows CDP,51,73624
2020,South Boston town,51,73712
2020,Southern Gateway CDP,51,73760
2020,South Hill town,51,73904
2020,South Riding CDP,51,74100
2020,South Run CDP,51,74120
2020,Southside Chesconessex CDP,51,74160
2020,Sperryville CDP,51,74384
2020,Spotsylvania Courthouse CDP,51,74470
2020,Springfield CDP,51,74592
2020,Springville CDP,51,74848
2020,Stafford Courthouse CDP,51,74916
2020,Stanardsville town,51,75008
2020,Stanley town,51,75024
2020,Stanleytown CDP,51,75040
2020,Staunton city,51,75216
2020,Stephens City town,51,75344
2020,Sterling CDP,51,75376
2020,Stevens Creek CDP,51,75440
2020,Stewartsville CDP,51,75504
2020,Stickleyville CDP,51,75536
2020,Stonega CDP,51,75680
2020,Stone Ridge CDP,51,75702
2020,Stony Creek town,51,75840
2020,Strasburg town,51,76000
2020,Stuart town,51,76256
2020,Stuarts Draft CDP,51,76272
2020,Sudley CDP,51,76416
2020,Suffolk city,51,76432
2020,Sugar Grove CDP,51,76448
2020,Sugarland Run CDP,51,76464
2020,Sully Square CDP,51,76516
2020,Surry town,51,76880
2020,Sussex CDP,51,76912
2020,Tacoma CDP,51,77408
2020,Tangier town,51,77520
2020,Tappahannock town,51,77568
2020,Tasley CDP,51,77648
2020,Tazewell town,51,77792
2020,Temperanceville CDP,51,77856
2020,Templeton CDP,51,77925
2020,The Plains town,51,78192
2020,The University of Virginia's College at Wise CDP,51,78264
2020,Thynedale CDP,51,78532
2020,Timberlake CDP,51,78688
2020,Timberville town,51,78736
2020,Toms Brook town,51,79024
2020,Triangle CDP,51,79360
2020,Troutdale town,51,79456
2020,Troutville town,51,79472
2020,Tuckahoe CDP,51,79560
2020,Twin Lakes CDP,51,79768
2020,Tysons CDP,51,79950
2020,Union Hall CDP,51,80000
2020,Union Level CDP,51,80016
2020,Union Mill CDP,51,80029
2020,University Center CDP,51,80120
2020,University of Virginia CDP,51,80165
2020,Upperville CDP,51,80224
2020,Urbanna town,51,80272
2020,Vansant CDP,51,80608
2020,Verona CDP,51,80864
2020,Victoria town,51,81024
2020,Vienna town,51,81072
2020,Villa Heights CDP,51,81152
2020,Vinton town,51,81280
2020,Virgilina town,51,81312
2020,Virginia Beach city,51,82000
2020,Wachapreague town,51,82320
2020,Wakefield CDP,51,82371
2020,Wakefield town,51,82384
2020,Warfield CDP,51,83056
2020,Warm Springs CDP,51,83088
2020,Warrenton town,51,83136
2020,Warsaw town,51,83168
2020,Washington town,51,83248
2020,Waterford CDP,51,83440
2020,Wattsville CDP,51,83568
2020,Waverly town,51,83600
2020,Waynesboro city,51,83680
2020,Weber City town,51,83808
2020,Weems CDP,51,83888
2020,West Falls Church CDP,51,84368
2020,Westlake Corner CDP,51,84632
2020,West Point town,51,84960
2020,West Springfield CDP,51,84976
2020,Weyers Cave CDP,51,85184
2020,White Stone town,51,85600
2020,Whitesville CDP,51,85608
2020,Williamsburg city,51,86160
2020,Willis Wharf CDP,51,86336
2020,Winchester city,51,86720
2020,Windsor town,51,86784
2020,Wintergreen CDP,51,87008
2020,Wise town,51,87072
2020,Wolf Trap CDP,51,87240
2020,Woodbridge CDP,51,87312
2020,Woodburn CDP,51,87333
2020,Woodlake CDP,51,87380
2020,Woodlawn CDP (Carroll County),51,87408
2020,Woodlawn CDP (Fairfax County),51,87410
2020,Woodstock town,51,87712
2020,Wyndham CDP,51,87960
2020,Wytheville town,51,88000
2020,Yogaville CDP,51,88145
2020,Yorkshire CDP,51,88176
2020,Yorktown CDP,51,88240
2010,Abingdon town,51,00148
2010,Accomac town,51,00180
2010,Adwolf CDP,51,00468
2010,Alberta town,51,00724
2010,Alexandria city,51,01000
2010,Allisonia CDP,51,01256
2010,Altavista town,51,01528
2010,Amelia Court House CDP,51,01640
2010,Amherst town,51,01672
2010,Annandale CDP,51,01912
2010,Appalachia town,51,02040
2010,Apple Mountain Lake CDP,51,02064
2010,Appomattox town,51,02072
2010,Aquia Harbour CDP,51,02112
2010,Arcola CDP,51,02248
2010,Arlington CDP,51,03000
2010,Arrington CDP,51,03208
2010,Ashburn CDP,51,03320
2010,Ashland town,51,03368
2010,Atkins CDP,51,03512
2010,Atlantic CDP,51,03528
2010,Augusta Springs CDP,51,03608
2010,Bailey's Crossroads CDP,51,04088
2010,Baskerville CDP,51,04856
2010,Bassett CDP,51,04872
2010,Basye CDP,51,04920
2010,Bayside CDP,51,05200
2010,Bealeton CDP,51,05336
2010,Bedford city,51,05544
2010,Belle Haven town,51,05912
2010,Belle Haven CDP,51,05928
2010,Bellwood CDP,51,06216
2010,Belmont CDP,51,06275
2010,Belmont Estates CDP,51,06336
2010,Belspring CDP,51,06424
2010,Belview CDP,51,06512
2010,Benns Church CDP,51,06712
2010,Bensley CDP,51,06728
2010,Berryville town,51,06968
2010,Bethel Manor CDP,51,07160
2010,Big Island CDP,51,07400
2010,Big Stone Gap town,51,07480
2010,Blacksburg town,51,07784
2010,Blackstone town,51,07832
2010,Blairs CDP,51,07944
2010,Bland CDP,51,07976
2010,Bloxom town,51,08120
2010,Bluefield town,51,08152
2010,Blue Ridge CDP,51,08200
2010,Blue Ridge Shores CDP,51,08264
2010,Bobtown CDP,51,08320
2010,Bon Air CDP,51,08472
2010,Boones Mill town,51,08584
2010,Boston CDP,51,08675
2010,Boswell's Corner CDP,51,08708
2010,Bowling Green town,51,08888
2010,Boyce town,51,08984
2010,Boydton town,51,09016
2010,Boykins town,51,09032
2010,Bracey CDP,51,09064
2010,Brambleton CDP,51,09188
2010,Branchville town,51,09208
2010,Brandermill CDP,51,09248
2010,Bridgewater town,51,09656
2010,Brightwood CDP,51,09752
2010,Bristol city,51,09816
2010,Broadlands CDP,51,09952
2010,Broadway town,51,10040
2010,Brodnax town,51,10072
2010,Brookneal town,51,10296
2010,Buchanan town,51,10744
2010,Buckhall CDP,51,10776
2010,Buckingham Courthouse CDP,51,10856
2010,Buena Vista city,51,11032
2010,Bull Run CDP,51,11230
2010,Bull Run Mountain Estates CDP,51,11245
2010,Burke CDP,51,11464
2010,Burke Centre CDP,51,11470
2010,Burkeville town,51,11560
2010,Callaghan CDP,51,12136
2010,Calverton CDP,51,12264
2010,Camptown CDP,51,12590
2010,Cana CDP,51,12600
2010,Cape Charles town,51,12808
2010,Capron town,51,12904
2010,Captains Cove CDP,51,12915
2010,Carrollton CDP,51,13160
2010,Carrsville CDP,51,13192
2010,Cascades CDP,51,13403
2010,Castlewood CDP,51,13512
2010,Catlett CDP,51,13624
2010,Cats Bridge CDP,51,13635
2010,Cave Spring CDP,51,13720
2010,Cedar Bluff town,51,13784
2010,Central Garage CDP,51,14312
2010,Centreville CDP,51,14440
2010,Chamberlayne CDP,51,14544
2010,Chantilly CDP,51,14744
2010,Charles City CDP,51,14904
2010,Charlotte Court House town,51,14952
2010,Charlottesville city,51,14968
2010,Chase City town,51,14984
2010,Chase Crossing CDP,51,14995
2010,Chatham town,51,15000
2010,Chatmoss CDP,51,15048
2010,Cheriton town,51,15112
2010,Cherry Hill CDP,51,15176
2010,Chesapeake city,51,16000
2010,Chester CDP,51,16096
2010,Chester Gap CDP,51,16240
2010,Chilhowie town,51,16480
2010,Chincoteague town,51,16512
2010,Christiansburg town,51,16608
2010,Churchville CDP,51,16736
2010,Claremont town,51,16880
2010,Clarksville town,51,16992
2010,Claypool Hill CDP,51,17120
2010,Cleveland town,51,17296
2010,Clifton town,51,17376
2010,Clifton Forge town,51,17440
2010,Clinchco town,51,17504
2010,Clinchport town,51,17536
2010,Clintwood town,51,17552
2010,Clover CDP,51,17632
2010,Cloverdale CDP,51,17680
2010,Cluster Springs CDP,51,17776
2010,Coeburn town,51,17952
2010,Collinsville CDP,51,18352
2010,Colonial Beach town,51,18400
2010,Colonial Heights city,51,18448
2010,Columbia town,51,18624
2010,Concord CDP,51,18880
2010,Countryside CDP,51,19560
2010,County Center CDP,51,19571
2010,Courtland town,51,19600
2010,Covington city,51,19728
2010,Craigsville town,51,19904
2010,Crewe town,51,20160
2010,Crimora CDP,51,20240
2010,Crosspointe CDP,51,20436
2010,Crozet CDP,51,20560
2010,Culpeper town,51,20752
2010,Cumberland CDP,51,20768
2010,Dahlgren CDP,51,21008
2010,Dahlgren Center CDP,51,21016
2010,Dale City CDP,51,21088
2010,Daleville CDP,51,21152
2010,Damascus town,51,21184
2010,Dante CDP,51,21312
2010,Danville city,51,21344
2010,Dayton town,51,21648
2010,Deep Creek CDP,51,21776
2010,Deerfield CDP,51,21872
2010,Deltaville CDP,51,22064
2010,Dendron town,51,22160
2010,Dillwyn town,51,22560
2010,Dooms CDP,51,22976
2010,Drakes Branch town,51,23376
2010,Dranesville CDP,51,23392
2010,Draper CDP,51,23408
2010,Dryden CDP,51,23584
2010,Dublin town,51,23648
2010,Duffield town,51,23680
2010,Dulles Town Center CDP,51,23732
2010,Dumbarton CDP,51,23744
2010,Dumfries town,51,23760
2010,Dungannon town,51,23952
2010,Dunn Loring CDP,51,23984
2010,East Highland Park CDP,51,24496
2010,East Lexington CDP,51,24544
2010,Eastville town,51,24752
2010,Ebony CDP,51,24816
2010,Edinburg town,51,25008
2010,Elkton town,51,25408
2010,Elliston CDP,51,25488
2010,Emory CDP,51,25792
2010,Emporia city,51,25808
2010,Enon CDP,51,25877
2010,Esmont CDP,51,25968
2010,Ettrick CDP,51,26128
2010,Ewing CDP,51,26384
2010,Exmore town,51,26416
2010,Fairfax city,51,26496
2010,Fairfax Station CDP,51,26592
2010,Fair Lakes CDP,51,26701
2010,Fairlawn CDP,51,26736
2010,Fair Oaks CDP,51,26875
2010,Fairview CDP,51,26944
2010,Fairview Beach CDP,51,27040
2010,Falls Church city,51,27200
2010,Falmouth CDP,51,27264
2010,Fancy Gap CDP,51,27296
2010,Farmville town,51,27440
2010,Ferrum CDP,51,27712
2010,Fieldale CDP,51,27744
2010,Fincastle town,51,27824
2010,Fishersville CDP,51,27968
2010,Flint Hill CDP,51,28496
2010,Floris CDP,51,28528
2010,Floyd town,51,28544
2010,Forest CDP,51,28688
2010,Fort Belvoir CDP,51,29008
2010,Fort Chiswell CDP,51,29040
2010,Fort Hunt CDP,51,29136
2010,Fort Lee CDP,51,29152
2010,Franconia CDP,51,29552
2010,Franklin city,51,29600
2010,Franklin Farm CDP,51,29628
2010,Fredericksburg city,51,29744
2010,Free Union CDP,51,29840
2010,Fries town,51,29920
2010,Front Royal town,51,29968
2010,Gainesville CDP,51,30176
2010,Galax city,51,30208
2010,Gargatha CDP,51,30384
2010,Gasburg CDP,51,30480
2010,Gate City town,51,30496
2010,George Mason CDP,51,30618
2010,Glade Spring town,51,31056
2010,Glasgow town,51,31136
2010,Glen Allen CDP,51,31200
2010,Glen Lyn town,51,31376
2010,Glenvar CDP,51,31488
2010,Gloucester Courthouse CDP,51,31608
2010,Gloucester Point CDP,51,31616
2010,Goochland CDP,51,31808
2010,Gordonsville town,51,31936
2010,Goshen town,51,31968
2010,Gratton CDP,51,32320
2010,Great Falls CDP,51,32496
2010,Greenbackville CDP,51,32560
2010,Greenbriar CDP,51,32592
2010,Greenbush CDP,51,32624
2010,Greenville CDP,51,32944
2010,Gretna town,51,33232
2010,Grottoes town,51,33488
2010,Groveton CDP,51,33584
2010,Grundy town,51,33648
2010,Gwynn CDP,51,33824
2010,Halifax town,51,34064
2010,Hallwood town,51,34176
2010,Hamilton town,51,34240
2010,Hampden-Sydney CDP,51,34304
2010,Hampton city,51,35000
2010,Hanover CDP,51,35160
2010,Harborton CDP,51,35240
2010,Harrisonburg city,51,35624
2010,Harriston CDP,51,35640
2010,Hayfield CDP,51,35912
2010,Haymarket town,51,35976
2010,Haysi town,51,36008
2010,Heathsville CDP,51,36216
2010,Henry Fork CDP,51,36445
2010,Herndon town,51,36648
2010,Highland Springs CDP,51,37032
2010,Hillsboro town,51,37288
2010,Hillsville town,51,37336
2010,Hiwassee CDP,51,37544
2010,Hollins CDP,51,37880
2010,Hollymead CDP,51,38032
2010,Honaker town,51,38280
2010,Hopewell city,51,38424
2010,Horntown CDP,51,38504
2010,Horse Pasture CDP,51,38552
2010,Hot Springs CDP,51,38632
2010,Huntington CDP,51,39064
2010,Hurt town,51,39224
2010,Hybla Valley CDP,51,39304
2010,Idylwood CDP,51,39448
2010,Independence town,51,39528
2010,Independent Hill CDP,51,39544
2010,Innsbrook CDP,51,39920
2010,Iron Gate town,51,40024
2010,Irvington town,51,40088
2010,Ivanhoe CDP,51,40216
2010,Ivor town,51,40232
2010,Ivy CDP,51,40248
2010,Jarratt town,51,40536
2010,Jolivue CDP,51,41144
2010,Jonesville town,51,41272
2010,Keller town,51,41656
2010,Kenbridge town,51,41832
2010,Keokee CDP,51,42104
2010,Keysville town,51,42264
2010,Kilmarnock town,51,42424
2010,King and Queen Court House CDP,51,42536
2010,King George CDP,51,42568
2010,Kings Park CDP,51,42664
2010,Kings Park West CDP,51,42680
2010,Kingstowne CDP,51,42746
2010,King William CDP,51,42792
2010,La Crosse town,51,43176
2010,Lafayette CDP,51,43224
2010,Lake Barcroft CDP,51,43352
2010,Lake Caroline CDP,51,43359
2010,Lake Holiday CDP,51,43392
2010,Lake Land'Or CDP,51,43420
2010,Lake Monticello CDP,51,43424
2010,Lake of the Woods CDP,51,43430
2010,Lake Ridge CDP,51,43432
2010,Lakeside CDP,51,43464
2010,Lake Wilderness CDP,51,43600
2010,Lansdowne CDP,51,44048
2010,Laurel CDP,51,44280
2010,Laurel Hill CDP,51,44430
2010,Laurel Park CDP,51,44476
2010,Lawrenceville town,51,44520
2010,Laymantown CDP,51,44620
2010,Lebanon town,51,44696
2010,Lee Mont CDP,51,44952
2010,Leesburg town,51,44984
2010,Lexington city,51,45512
2010,Lincolnia CDP,51,45784
2010,Linton Hall CDP,51,45957
2010,Loch Lomond CDP,51,46328
2010,Long Branch CDP,51,46760
2010,Lorton CDP,51,47064
2010,Loudoun Valley Estates CDP,51,47136
2010,Louisa town,51,47144
2010,Lovettsville town,51,47208
2010,Lovingston CDP,51,47224
2010,Lowes Island CDP,51,47296
2010,Low Moor CDP,51,47352
2010,Lunenburg CDP,51,47496
2010,Luray town,51,47528
2010,Lynchburg city,51,47672
2010,Lyndhurst CDP,51,47720
2010,McKenney town,51,48344
2010,McLean CDP,51,48376
2010,McMullin CDP,51,48445
2010,McNair CDP,51,48450
2010,Madison town,51,48488
2010,Madison Heights CDP,51,48520
2010,Makemie Park CDP,51,48776
2010,Manassas city,51,48952
2010,Manassas Park city,51,48968
2010,Manchester CDP,51,48996
2010,Mantua CDP,51,49144
2010,Mappsburg CDP,51,49320
2010,Mappsville CDP,51,49336
2010,Marion town,51,49464
2010,Marshall CDP,51,49656
2010,Martinsville city,51,49784
2010,Marumsco CDP,51,49792
2010,Mason Neck CDP,51,49998
2010,Massanetta Springs CDP,51,50020
2010,Massanutten CDP,51,50030
2010,Mathews CDP,51,50104
2010,Matoaca CDP,51,50136
2010,Maurertown CDP,51,50200
2010,Max Meadows CDP,51,50312
2010,Meadowbrook CDP,51,50568
2010,Meadow View CDP,51,50776
2010,Mechanicsville CDP,51,50856
2010,Melfa town,51,50984
2010,Merrifield CDP,51,51192
2010,Merrimac CDP,51,51208
2010,Metompkin CDP,51,51362
2010,Middlebrook CDP,51,51432
2010,Middleburg town,51,51448
2010,Middletown town,51,51512
2010,Midland CDP,51,51544
2010,Mineral town,51,52120
2010,Modest Town CDP,51,52408
2010,Montclair CDP,51,52658
2010,Monterey town,51,52680
2010,Montrose CDP,51,52904
2010,Montross town,51,52952
2010,Montvale CDP,51,52968
2010,Moorefield Station CDP,51,53031
2010,Motley CDP,51,53480
2010,Mountain Road CDP,51,53584
2010,Mount Crawford town,51,53864
2010,Mount Hermon CDP,51,53944
2010,Mount Jackson town,51,53992
2010,Mount Sidney CDP,51,54120
2010,Mount Vernon CDP,51,54144
2010,Narrows town,51,54904
2010,Nassawadox town,51,54984
2010,Nathalie CDP,51,55000
2010,Neabsco CDP,51,55272
2010,Nellysford CDP,51,55400
2010,Nelsonia CDP,51,55448
2010,New Baltimore CDP,51,55528
2010,New Castle town,51,55592
2010,New Church CDP,51,55608
2010,New Hope CDP,51,55720
2010,Newington CDP,51,55752
2010,Newington Forest CDP,51,55758
2010,New Kent CDP,51,55800
2010,New Market town,51,55848
2010,Newport News city,51,56000
2010,New River CDP,51,56048
2010,Newsoms town,51,56096
2010,Nickelsville town,51,56304
2010,Nokesville CDP,51,56464
2010,Norfolk city,51,57000
2010,North Shore CDP,51,57531
2010,North Springfield CDP,51,57560
2010,Norton city,51,57688
2010,Nottoway Court House CDP,51,57870
2010,Oak Grove CDP,51,58104
2010,Oak Hall CDP,51,58184
2010,Oak Level CDP,51,58312
2010,Oakton CDP,51,58472
2010,Occoquan town,51,58696
2010,Onancock town,51,59336
2010,Onley town,51,59384
2010,Opal CDP,51,59416
2010,Orange town,51,59496
2010,Painter town,51,60296
2010,Palmyra CDP,51,60392
2010,Pamplin City town,51,60488
2010,Pantops CDP,51,60500
2010,Parksley town,51,60680
2010,Parrott CDP,51,60840
2010,Passapatanzy CDP,51,60888
2010,Pastoria CDP,51,60920
2010,Patrick Springs CDP,51,60984
2010,Pearisburg town,51,61208
2010,Pembroke town,51,61336
2010,Penhook CDP,51,61464
2010,Pennington Gap town,51,61560
2010,Petersburg city,51,61832
2010,Phenix town,51,61896
2010,Pimmit Hills CDP,51,62264
2010,Piney Mountain CDP,51,62738
2010,Plum Creek CDP,51,63190
2010,Pocahontas town,51,63288
2010,Poquoson city,51,63768
2010,Port Royal town,51,63928
2010,Portsmouth city,51,64000
2010,Potomac Mills CDP,51,64152
2010,Pound town,51,64272
2010,Prices Fork CDP,51,64512
2010,Prince George CDP,51,64560
2010,Pulaski town,51,64880
2010,Pungoteague CDP,51,64976
2010,Purcellville town,51,65008
2010,Quantico town,51,65120
2010,Quantico Base CDP,51,65128
2010,Quinby CDP,51,65280
2010,Radford city,51,65392
2010,Raven CDP,51,65744
2010,Ravensworth CDP,51,65776
2010,Remington town,51,66512
2010,Reston CDP,51,66672
2010,Rich Creek town,51,66896
2010,Richlands town,51,66928
2010,Richmond city,51,67000
2010,Ridgeway town,51,67208
2010,Riner CDP,51,67256
2010,Rivanna CDP,51,67331
2010,Riverdale CDP,51,67352
2010,Riverview CDP,51,67704
2010,Roanoke city,51,68000
2010,Rockwood CDP,51,68470
2010,Rocky Mount town,51,68496
2010,Rose Hill CDP (Fairfax County),51,68880
2010,Rose Hill CDP (Lee County),51,68885
2010,Round Hill town,51,69168
2010,Ruckersville CDP,51,69360
2010,Rural Retreat town,51,69456
2010,Rushmere CDP,51,69472
2010,Rustburg CDP,51,69536
2010,St. Charles town,51,69792
2010,St. Paul town,51,69936
2010,Salem city,51,70000
2010,Saltville town,51,70096
2010,Saluda CDP,51,70112
2010,Sandston CDP,51,70256
2010,Sandy Level CDP,51,70296
2010,Sanford CDP,51,70352
2010,Savage Town CDP,51,70520
2010,Savageville CDP,51,70528
2010,Saxis town,51,70576
2010,Schuyler CDP,51,70704
2010,Scotland CDP,51,70715
2010,Scottsburg town,51,70752
2010,Scottsville town,51,70800
2010,Sedley CDP,51,71040
2010,Selma CDP,51,71072
2010,Seven Corners CDP,51,71216
2010,Seven Mile Ford CDP,51,71264
2010,Shawneeland CDP,51,71625
2010,Shawsville CDP,51,71632
2010,Shenandoah town,51,71776
2010,Shenandoah Farms CDP,51,71810
2010,Shenandoah Retreat CDP,51,71825
2010,Shenandoah Shores CDP,51,71826
2010,Sherando CDP,51,71904
2010,Shipman CDP,51,72080
2010,Short Pump CDP,51,72272
2010,Skyland Estates CDP,51,72935
2010,Smithfield town,51,73200
2010,Snowville CDP,51,73376
2010,South Boston town,51,73712
2010,Southern Gateway CDP,51,73760
2010,Southampton Meadows CDP,51,73894
2010,South Hill town,51,73904
2010,South Riding CDP,51,74100
2010,South Run CDP,51,74120
2010,Southside Chesconessex CDP,51,74160
2010,Sperryville CDP,51,74384
2010,Spotsylvania Courthouse CDP,51,74470
2010,Springfield CDP,51,74592
2010,Springville CDP,51,74848
2010,Stafford Courthouse CDP,51,74916
2010,Stanardsville town,51,75008
2010,Stanley town,51,75024
2010,Stanleytown CDP,51,75040
2010,Staunton city,51,75216
2010,Stephens City town,51,75344
2010,Sterling CDP,51,75376
2010,Stone Ridge CDP,51,75702
2010,Stony Creek town,51,75840
2010,Strasburg town,51,76000
2010,Stuart town,51,76256
2010,Stuarts Draft CDP,51,76272
2010,Sudley CDP,51,76416
2010,Suffolk city,51,76432
2010,Sugar Grove CDP,51,76448
2010,Sugarland Run CDP,51,76464
2010,Surry town,51,76880
2010,Sussex CDP,51,76912
2010,Tangier town,51,77520
2010,Tappahannock town,51,77568
2010,Tasley CDP,51,77648
2010,Tazewell town,51,77792
2010,Temperanceville CDP,51,77856
2010,Templeton CDP,51,77925
2010,The Plains town,51,78192
2010,Thynedale CDP,51,78532
2010,Timberlake CDP,51,78688
2010,Timberville town,51,78736
2010,Toms Brook town,51,79024
2010,Triangle CDP,51,79360
2010,Troutdale town,51,79456
2010,Troutville town,51,79472
